Idproyecto;año;fondo;instrumento;provincia;prov1;prov2;prov3;prov4;prov5;prov6;localidad;titulo;destinatario;otraentidad;areatematicanormalizada;montonominal;montorealBase2008;;
964;2016;COFECyT;PEBIO-R ;INTERPROVINCIAL;CÓRDOBA;SANTA FE;;;;;;DISEÑO, DESARROLLO, MONTAJE Y PUESTA EN MARCHA DE UN SISTEMA DE INOCUIDAD POR DESINFECCION, CONSERVACIÓN Y MEJORA DE RENDIMIENTOS EN LA INDUSTRIA FRIGORÍFICA MEDIANTE EL USO DE GAS OZONO. PROCESO DE TRANSFERENCIA DEL MODELO;LOGROS SA ;;Bioeconomía regional;$ 2,000,000; $ 305,048 ;;
965;2016;COFECyT;PEBIO-R ;LA RIOJA;LA RIOJA;;;;;;;INCORPORACIÓN DE TECNOLOGÍA PARA EL AGREGADO DE VALOR E INCORPORACIÓN AL CICLO ECONOMICO, DEL RESIDUO GANADERO “GUANO DE CABRA” EN EXPLOTACIONES FAMILIARES DE LA RIOJA.;ASOCIACION DE PRODUCTORES VIÑATEROS Y ELABORADORES DE VINO CASERO CORODON DEL VELAZCO (ACOVE);;Bioeconomía regional;$ 1,000,000; $ 152,524 ;;
966;2016;COFECyT;ESPRO ;CÓRDOBA;CÓRDOBA;;;;;;;"ARGENUT, ""SUPLEMENTO NUTRICIONAL A BASE DE MANÍ"". ";INPROAL SRL ;Provincia de Córdoba;Desarrollo productivo regional;$ 981,000; $ 149,626 ;;
967;2016;COFECyT;ESPRO ;NEUQUÉN;NEUQUÉN;;;;;;;PRODUCCIÓN DE BIOMASA DE LEVADURAS PARA LA DIFERENCIACIÓN DE VINOS REGIONALES A TRAVÉS DE LA VALORIZACIÓN DE DESECHOS DE LA INDUSTRIA JUGUERA.;PATAGONIA BEVERAGE S.R.L ;Provincia de Neuquén;Desarrollo productivo regional;$ 2,707,200; $ 412,912 ;;
968;2016;COFECyT;PEBIO-R;INTERPROVINCIAL;TIERRA DEL FUEGO;SANTA CRUZ;CHUBUT;RÍO NEGRO;NEUQUÉN;LA PAMPA;;HONGOS COMESTIBLES, NUEVOS RECURSOS PRODUCTIVOS PARA LA REGIÓN PATAGÓNICA;CENTRO DE INVESTIGACIÓN Y EXTENSIÓN FORESTAL ANDINO PATAGÓNICO (CIEFAP) ;;Bioeconomía regional;$ 6,000,000; $ 915,143 ;;
969;2016;COFECyT;PEBIO-R ;SANTA FE;SANTA FE;;;;;;;VALORIZACIÓN DE LOS RESIDUOS GENERADOS DURANTE LA EL PROCESO DE EXTRACCION DE ACEITE DE SEMILLAS DE SOJA POR EL METODO DE EXTRUSION: CASCARILLA Y GOMAS;ASOCIACIÓN UNIVERSIDAD DEL CENTRO EDUCATIVO LATINOAMERICANO;;Bioeconomía regional;$ 1,500,000; $ 228,786 ;;
972;2016;COFECyT;PEBIO-R ;MENDOZA;MENDOZA;;;;;;;APROVECHAMIENTO DE LOS SUBPRODUCTOS DE LA INDUSTRIA AVÍCOLA (PLUMAS) PARA EL DESARROLLO DE HIDROLIZADOS PROTEICOS;INSTITUTO NACIONAL DE TECNOLOGÍA INDUSTRIAL (INTI) ;;Bioeconomía regional;$ 1,000,000; $ 152,524 ;;
973;2016;COFECyT;PEBIO-R ;JUJUY;JUJUY;;;;;;;INCORPORACIÓN DE TECNOLOGíA Y CAPACIDADES PARA LA GENERACIÓN DE BIOGÁS MEDIANTE EL TRATAMIENTO DE BIOMASA EN ENTIDADES EDUCA TlVAS AGROTÉCNICAS DE LA PROVINCIA DE JUJUY;MINISTERIO DE EDUCACIÓN DE JUJUY ;;Bioeconomía regional;$ 1,000,000; $ 152,524 ;;
974;2016;COFECyT;ESPRO ;LA PAMPA;LA PAMPA;;;;;;;COMEDEROS INTELIGENTES: INNOVACION PRODUCTIVA Y MEJORA DE LA CADENA CARNICA;ESTACIÓN EXPERIMENTAL AGROPECUARIA INTA ANGUIL;Provincia de La Pampa;Desarrollo productivo regional;$ 1,700,000; $ 259,290 ;;
975;2016;COFECyT;ESPRO ;TUCUMÁN;TUCUMÁN;;;;;;;DISEÑO Y EVALUACION DE PROBIÓTICOS PARA EL MEJORAMIENTO DE LA SALUD Y PERFORMANCE DURANTE LA CRÍA DE CERDOS;MOLINO TRIGOTUC SA ;Provincia de Tucumán;Desarrollo productivo regional;$ 5,000,000; $ 762,619 ;;
976;2016;COFECyT;ESPRO ;ENTRE RÍOS;ENTRE RÍOS;;;;;;;DESARROLLO DE DISPOSITIVOS COMO HERRAMIENTA DE REHABILITACIÓN PARA NIÑOS CON DISCAPACIDADES MOTRICES;UNIVERSIDAD NACIONAL DE ENTRE RÍOS ;Provincia de Entre Ríos;Desarrollo productivo regional;$ 2,345,000; $ 357,668 ;;
977;2016;COFECyT;ESPRO ;CHUBUT;CHUBUT;;;;;;;CADENA DE MARICULTURA ARTESANAL Y FORTALECIMIENTO DE LA CADENA DE VALOR DE LOS RECURSOS PESQUEROS LOCALES, EN LA PROVINCIA DE CHUBUT;MINISTERIO DE PRODUCCION ;Provincia de Chubut;Desarrollo productivo regional;$ 800,000; $ 122,019 ;;
978;2016;COFECyT;PEBIO-R ;INTERPROVINCIAL;CÓRDOBA;SANTA FE;;;;;;DESARROLLO DE TECNOLOGIA PARA LA PRODUCCION DE CONCENTRADOS PROTEICOS A PARTIR DE HARINA DE SOJA DESGRASADA;ASOCIACIÓN UNIVERSIDAD DEL CENTRO EDUCATIVO LATINOAMERICANO;;Bioeconomía regional;$ 2,000,000; $ 305,048 ;;
980;2016;COFECyT;ESPRO ;CHUBUT;CHUBUT;;;;;;;DESARROLLO DE UN FOTOBIORREACTOR PARA CULTIVO DE MICROALGAS PRODUCTORAS DE ASTAXANTINA, UN ANTIOXIDANTE DE ALTO VALOR AGREGADO PARA LA INDUSTRIA COSMÉTICA Y NUTRACÉUTICA DE LA PROVINCIA DEL CHUBUT;CENTRO PARA EL ESTUDIO DE SISTEMAS MARINOS CESIMAR;Provincia de Chubut;Desarrollo productivo regional;$ 1,600,000; $ 244,038 ;;
984;2016;COFECyT;ESPRO ;ENTRE RÍOS;ENTRE RÍOS;;;;;;;SISTEMA AUTOMATIZADO PARA EL TRATAMIENTO DEL AGUA APLICADO A LA GESTION DE LA CADENA DE AGREGADO DE VALOR AVÍCOLA;UADER ;Provincia de Entre Ríos;Desarrollo productivo regional;$ 1,058,591; $ 161,460 ;;
986;2016;COFECyT;ESPRO ;CÓRDOBA;CÓRDOBA;;;;;;;SISTEMA ELECTRÓNICO DE DETECCIÓN DE CELO PARA TAMBOS;DON PACO S.A ;Provincia de Córdoba;Desarrollo productivo regional;$ 810,000; $ 123,544 ;;
989;2016;COFECyT;PEBIO-R ;INTERPROVINCIAL;CABA;BUENOS AIRES;;;;;;INSTALACIÓN Y PUESTA EN FUNCIONAMIENTO DE MÓDULO PILOTO DE BIOFÁBRICA PARA LA PRODUCCIÓN DE PLANTINES PARA EL PARQUIZADO PÚBLICO;INSTITUTO NACIONAL DE TECNOLOGÍA AGROPECUARIA (INTA) ;;Bioeconomía regional;$ 3,625,200; $ 552,929 ;;
1004;2016;COFECyT;ASETUR;SALTA;SALTA;;;;;;;"""La historia en imágenes"" Proyecto de digitalizacion Ministerio de Cultura y Turismo de Salta";Coordinación de Bibliotecas y Archivos - Ministerio de Cultura y Turismo de la Provincia de Salta;Provincia de Salta;Turismo;$ 504,000; $ 76,872 ;;
1005;2016;COFECyT;PFIP MAE ;SALTA;SALTA;;;;;;;Planta Acopiadora de Plásticos-Guachipas ;Municipalidad de Guachipas ;Provincia de Salta;Medio ambiente y energías alternativas;$ 1,022,049; $ 155,887 ;;
1009;2016;COFECyT;PFIP MAE ;CHUBUT;CHUBUT;;;;;;;Tecnología led en alumbrado público - disminución del consumo eléctrico en el sistema de iluminación urbana;Comisión de Fomento de Puerto Pirámides ;Provincia de Chubut;Medio ambiente y energías alternativas;$ 400,000; $ 61,010 ;;
1010;2016;COFECyT;DETEM VECTORES ;SALTA;SALTA;;;;;;;Orientación y prevención de enfermedades tropicales transmitidas por vectores. ;Orán ;Provincia de Salta;Salud;$ 2,000,000; $ 305,048 ;;
1017;2016;COFECyT;ASETUR;TUCUMÁN;TUCUMÁN;;;;;;;Primeros habitantes de Tucumán entre cardones y cóndores, turismo de interpretación del patrimonio integral en Amaicha del Valle;Comunidad indígena de Amaicha del Valle ;Provincia de Tucumán;Turismo;$ 1,580,000; $ 240,988 ;;
1023;2016;COFECyT;PEBIO-R ;INTERPROVINCIAL;SAN JUAN;SAN LUIS;MENDOZA;;;;;CONFORMACIÓN DEL CLUSTER CAPRINO REGION CUYO – ZONA TRIPARTITA ARIDA –SEMIARIDA DE MAYOR CONCENTRACION CAPRINA: IMPLEMENTACIÓN DE LA BIOTECNOLOGÍA REPRODUCTIVA EN GANADO CAPRINO.;UNIVERSIDAD NACIONAL DE CUYO (MENDOZA) UNIVERSIDAD CATOLICA DE CUYO (SEDE SAN LUIS);;Bioeconomía regional;$ 5,000,000; $ 762,619 ;;
1066;2016;COFECyT;ESPECIFICOS;INTERPROVINCIAL;NEUQUÉN;RÍO NEGRO;TIERRA DEL FUEGO;;;;;Tecnologías aplicadas al monitoreo y gestión del riesgo de incendios forestales en las provincias de Neuquen, Río Negro y Tierra del Fuego A. e I. A. S.;CIEFAP ;;;$ 4,522,900; $ 689,850 ;;
1074;2016;COFECyT;ROBOTICA ;BUENOS AIRES;BUENOS AIRES;;;;;;;ROBOTICA BUENOS AIRES 2016;Ministerio de ciencia, tecnologia e innovacion de la provincia de Buenos Aires ;;Robótica;$ 1,396,789; $ 213,044 ;;
1075;2016;COFECyT;ROBOTICA ;CATAMARCA;CATAMARCA;;;;;;;ROBOTICA CATAMARCA 2016 ;Subsecretaria de Ciencia y Tecnología ;;Robótica;$ 998,000; $ 152,219 ;;
1076;2016;COFECyT;ROBOTICA ;CHUBUT;CHUBUT;;;;;;;ROBOTICA CHUBUT 2016 ;Secretaria de Ciencia, Tecnologia e Innovacion productiva ;;Robótica;$ 1,080,651; $ 164,825 ;;
1077;2016;COFECyT;ROBOTICA ;CÓRDOBA;CÓRDOBA;;;;;;;ROBOTICA CORDOBA 2016 ;Ministerio de Ciencia y Tecnología de la Provincia de Córdoba ;;Robótica;$ 1,400,000; $ 213,533 ;;
1078;2016;COFECyT;ROBOTICA ;CORRIENTES;CORRIENTES;;;;;;;ROBOTICA CORRIENTES 2016 ;Dirección de Ciencia y Tecnología ;;Robótica;$ 1,000,000; $ 152,524 ;;
1079;2016;COFECyT;ROBOTICA ;FORMOSA;FORMOSA;;;;;;;ROBOTICA FORMOSA 2016 ;Secretaría de Ciencia y Tecnología ;;Robótica;$ 1,400,000; $ 213,533 ;;
1080;2016;COFECyT;ROBOTICA ;JUJUY;JUJUY;;;;;;;ROBOTICA JUJUY 2016 ;Secretaria de Ciencia y Tecnologia ;;Robótica;$ 1,400,000; $ 213,533 ;;
1081;2016;COFECyT;ROBOTICA ;LA RIOJA;LA RIOJA;;;;;;;ROBOTICA LA RIOJA 2016 ;Secretaría de ciencia y tecnología ;;Robótica;$ 1,399,238; $ 213,417 ;;
1082;2016;COFECyT;ROBOTICA ;MENDOZA;MENDOZA;;;;;;;ROBOTICA MENDOZA 2016 ;Subsecretaría de Industria y Comercio ;;Robótica;$ 1,399,956; $ 213,527 ;;
1083;2016;COFECyT;ROBOTICA ;MISIONES;MISIONES;;;;;;;ROBOTICA MISIONES 2016;MINISTERIO DE CULTURA, EDUCACION, CIENCIA, TECNOLOGIA Y DEPORTES DE LA PROVINCIA DE MISIONES;;Robótica;$ 1,380,000; $ 210,483 ;;
1084;2016;COFECyT;ROBOTICA ;NEUQUÉN;NEUQUÉN;;;;;;;ROBOTICA NEUQUEN 2016 ;COPADE ;;Robótica;$ 1,392,400; $ 212,374 ;;
1085;2016;COFECyT;ROBOTICA ;SALTA;SALTA;;;;;;;ROBOTICA SALTA 2016 ;Ministerio de Educación, Ciencia y Tecnología ;;Robótica;$ 1,400,000; $ 213,533 ;;
1086;2016;COFECyT;ROBOTICA ;TIERRA DEL FUEGO;TIERRA DEL FUEGO;;;;;;;ROBOTICA TIERRA DEL FUEGO 2016 ;Ministerio de Ciencia y Tecnología de la Provincia de Tierra del Fuego;;Robótica;$ 1,379,800; $ 210,452 ;;
1087;2016;COFECyT;ROBOTICA ;SANTA CRUZ;SANTA CRUZ;;;;;;;ROBOTICA SANTA CRUZ 2016 ;Ministerio de la Producción, Comercio e Industria;;Robótica;$ 1,395,490; $ 212,845 ;;
1088;2016;COFECyT;ROBOTICA ;CABA;CABA;;;;;;;ROBOTICA CABA 2016 ;Dirección General de Ciencia y tecnologia ;;Robótica;$ 1,400,000; $ 213,533 ;;
1089;2016;COFECyT;ROBOTICA ;SANTA FE;SANTA FE;;;;;;;ROBOTICA SANTA FE 2016 ;Ministerio de Ciencia, Tecnologia e innovacion de la provincia de Santa Fe ;;Robótica;$ 1,400,000; $ 213,533 ;;
1090;2016;COFECyT;ROBOTICA ;SANTIAGO DEL ESTERO;SANTIAGO DEL ESTERO;;;;;;;ROBOTICA SANTIAGO DEL ESTERO 2016 ;Secretaría de Desarrollo, Ciencia, Tecnología y Gestión Pública ;;Robótica;$ 1,399,876; $ 213,514 ;;
1104;2016;COFECyT;VITEF ;BUENOS AIRES;BUENOS AIRES;;;;;;;VITEF 2016 - BUENOS AIRES ;JESICA MONZON ;;Vinculación tecnológica;$ 264,000; $ 40,266 ;;
1107;2016;COFECyT;VITEF ;CABA;CABA;;;;;;;VITEF 2016 - CABA ;MARIA CLARA PONCE MORA ;;Vinculación tecnológica;$ 264,000; $ 40,266 ;;
1108;2016;COFECyT;VITEF ;CATAMARCA;CATAMARCA;;;;;;;VITEF 2016 - CATAMARCA ;FACUNDO SEBASTIAN LUNA ;;Vinculación tecnológica;$ 264,000; $ 40,266 ;;
1109;2016;COFECyT;VITEF ;CHACO;CHACO;;;;;;;VITEF 2016 - CHACO;1- JOAQUIN PREDILAILO 2- MATIAS IBARRA;;Vinculación tecnológica;$ 264,000; $ 40,266 ;;
1110;2016;COFECyT;VITEF ;CHUBUT;CHUBUT;;;;;;;VITEF 2016 - CHUBUT ;1- BRUNO DE ALTO 2- FEDERICO MOREJON;;Vinculación tecnológica;$ 264,000; $ 40,266 ;;
1111;2016;COFECyT;VITEF ;CÓRDOBA;CÓRDOBA;;;;;;;VITEF 2016 - CORDOBA ;1- FEDERICO MARTINAT 2- SILVINA BEATRIZ PEDANO;;Vinculación tecnológica;$ 264,000; $ 40,266 ;;
1112;2016;COFECyT;VITEF ;CORRIENTES;CORRIENTES;;;;;;;VITEF 2016 - CORRIENTES ;1- SUSANA ELDA BENITEZ 2- LEANDRO NICOLAS GARCIA;;Vinculación tecnológica;$ 264,000; $ 40,266 ;;
1113;2016;COFECyT;VITEF ;ENTRE RÍOS;ENTRE RÍOS;;;;;;;VITEF 2016 - ENTRE RIOS ;HERNAN OSVALDO GONZALEZ ;;Vinculación tecnológica;$ 264,000; $ 40,266 ;;
1114;2016;COFECyT;VITEF ;FORMOSA;FORMOSA;;;;;;;VITEF 2016 - FORMOSA ;MARIO ATENTOR JARZINSKI ;;Vinculación tecnológica;$ 264,000; $ 40,266 ;;
1115;2016;COFECyT;VITEF ;JUJUY;JUJUY;;;;;;;VITEF 2016 - JUJUY ;1 - Patricia Diaz 2 - Claudia Panica ;;Vinculación tecnológica;$ 264,000; $ 40,266 ;;
1116;2016;COFECyT;VITEF ;LA PAMPA;LA PAMPA;;;;;;;VITEF 2016 - LA PAMPA ;LUISINA DEL GRECO ;;Vinculación tecnológica;$ 264,000; $ 40,266 ;;
1117;2016;COFECyT;VITEF ;LA RIOJA;LA RIOJA;;;;;;;VITEF 2016 - LA RIOJA ;1- MARIA LUZ RUARTES MARTINEZ 2- SOLEDAD ARABEL BRIZUELA;;Vinculación tecnológica;$ 264,000; $ 40,266 ;;
1118;2016;COFECyT;VITEF ;MENDOZA;MENDOZA;;;;;;;VITEF 2016 - MENDOZA ;1- LEANDRO MARTIN FERRON 2- DANIA JULIETA BONADEO;;Vinculación tecnológica;$ 264,000; $ 40,266 ;;
1119;2016;COFECyT;VITEF ;MISIONES;MISIONES;;;;;;;VITEF 2016 - MISIONES ;CEDIT (Comité Ejecutivo de Desarrollo e Innovación Tecnológica) ;;Vinculación tecnológica;$ 264,000; $ 40,266 ;;
1120;2016;COFECyT;VITEF ;NEUQUÉN;NEUQUÉN;;;;;;;VITEF 2016 - NEUQUEN ;IVAN JAVIER SANTONI AYALA ;;Vinculación tecnológica;$ 264,000; $ 40,266 ;;
1121;2016;COFECyT;VITEF ;RÍO NEGRO;RÍO NEGRO;;;;;;;VITEF 2016 - RIO NEGRO ;LEONARDO OTHEGUY ;;Vinculación tecnológica;$ 264,000; $ 40,266 ;;
1122;2016;COFECyT;VITEF ;SALTA;SALTA;;;;;;;VITEF 2016 - SALTA ;1- FATIMA ELIZABETH SORIA 2- ANA GABRIELA GONZALEZ;;Vinculación tecnológica;$ 264,000; $ 40,266 ;;
1123;2016;COFECyT;VITEF ;SAN JUAN;SAN JUAN;;;;;;;VITEF 2016 - SAN JUAN ;SANTIAGO DANIEL MARCUZZI ;;Vinculación tecnológica;$ 264,000; $ 40,266 ;;
1124;2016;COFECyT;VITEF ;SAN LUIS;SAN LUIS;;;;;;;VITEF 2016 - SAN LUIS ;Federico Abriele ;;Vinculación tecnológica;$ 263,904; $ 40,252 ;;
1126;2016;COFECyT;VITEF ;SANTA CRUZ;SANTA CRUZ;;;;;;;VITEF 2016 - SANTA CRUZ ;FEDERICO PERFARE ;;Vinculación tecnológica;$ 264,000; $ 40,266 ;;
1127;2016;COFECyT;VITEF ;SANTA FE;SANTA FE;;;;;;;VITEF 2016 - SANTA FE ;1- ERICA BELEN DOPAZO 2- ANABELA STRINGHINI;;Vinculación tecnológica;$ 264,000; $ 40,266 ;;
1128;2016;COFECyT;VITEF ;SANTIAGO DEL ESTERO;SANTIAGO DEL ESTERO;;;;;;;VITEF 2016 - SGO DEL ESTERO ;1- MARIA AMELIA ABRAHAM 2- CRISTIAN FERNANDO SANTIAGO GARAY;;Vinculación tecnológica;$ 264,000; $ 40,266 ;;
1129;2016;COFECyT;VITEF ;TIERRA DEL FUEGO;TIERRA DEL FUEGO;;;;;;;VITEF 2016 - TIERRA DEL FUEGO ;MINISTERIO DE CIENCIA Y TECNOLOGIA DE TIERRA DEL FUEGO;;Vinculación tecnológica;$ 264,000; $ 40,266 ;;
1130;2016;COFECyT;VITEF ;TUCUMÁN;TUCUMÁN;;;;;;;VITEF 2016 - TUCUMAN ;IGNACIO MARTIN VARGAS CORBALAN ;;Vinculación tecnológica;$ 264,000; $ 40,266 ;;
1147;2016;COFECyT;PFIP RRNN ;RÍO NEGRO;RÍO NEGRO;;;;;;;Desarrollo de una planta piloto de secado de chips a partir de residuos forestales.;Centro de Investigación y Extensión Forestal Andino Patagonico (CIEFAP) ;Provincia de Río Negro;Recursos naturales;$ 942,000; $ 143,677 ;;
1150;2016;COFECyT;ASETUR;RÍO NEGRO;RÍO NEGRO;;;;;;;Pagina Web ministerio de turismo cultura y deporte de la provincia de Rio Negro. incorporando el registro unico de actividades turisticas (RUPAT).;Ministerio de turismo cultura y deporte de la provincia de Rio negro ;Provincia de Río Negro;Turismo;$ 1,010,000; $ 154,049 ;;
1810;2016;COFECyT;ASETURMUSEOS ;RÍO NEGRO;RÍO NEGRO;;;;;;;Nuevo guion y diseño de la exhibición permanente del museo de la patagonia – San Carlos de Bariloche – Parque Nacional Nahuel Huapi;Museo de la Patagonia – Parque Nacional Nahuel Huapi ;Provincia de Río Negro;Turismo;$ 500,000; $ 76,262 ;;
1817;2016;COFECyT;ASETUR;FORMOSA;FORMOSA;;;;;;;Turismo - Historia y Religión: Puesta en Valor de las ruinas históricas de la Misión San Francisco de Laishí;Municipalidad de Misión San Francisco de Laishí ;Provincia de Formosa;Turismo;$ 905,000; $ 138,034 ;;
1825;2016;COFECyT;PFIP MAE ;CABA;CABA;;;;;;;Diseño y desarrollo de mobiliario urbano a partir de maderas plásticas, desarrollo de talleres de capacitación sobre maderas plásticas.;Ministerio de Ambiente y Espacio Público ;CABA ;Medio ambiente y energías alternativas;$ 2,000,000; $ 305,048 ;;
1844;2016;COFECyT;ASETURMUSEOS ;RÍO NEGRO;RÍO NEGRO;;;;;;;"Renovacion espacio de exhibicion y laboratorio del museo historico provincial ""Gdor. Eugenio Tello"" Viedma";Secretaria de Cultura de la provincia de Rio NEGRO;Provincia de Río Negro;Turismo;$ 450,000; $ 68,636 ;;
1848;2016;COFECyT;DETEM VECTORES ;CHUBUT;CHUBUT;;;;;;;Caracterización de la dispersión de triatóminos con riesgo potencial a transmitir Chagas, en la Provincia del Chubut.;Puerto Madryn ;Provincia de Chubut;Salud;$ 1,000,000; $ 152,524 ;;
1853;2016;COFECyT;ESPRO ;CHUBUT;CHUBUT;;;;;;;DESARROLLO PRODUCTIVO MEDIANTE EL APROVECHAMIENTO DE ALGAS MARINAS Y RESTOS DE PODA: PLANTA PILOTO COMPOST;MUNICIPALIDAD DE PUERTO MADRYN ;Provincia de Chubut;Desarrollo productivo regional;$ 800,000; $ 122,019 ;;
1858;2016;COFECyT;ASETURMUSEOS ;CÓRDOBA;CÓRDOBA;;;;;;;Fortalecimiento del desarrollo sostenible de la Reserva Hídrica Natural Los Manantiales ;Municipalidad de Río Ceballos ;Provincia de Córdoba;Turismo;$ 400,000; $ 61,010 ;;
1867;2016;COFECyT;ASETUR;CATAMARCA;CATAMARCA;;;;;;;Preservación, Conservación y Promoción de los Bienes Culturales como Activadores del Desarrollo Socio Cultural Turístico / Equipamiento e infraestructura en museos provinciales. (Catamarca – Argentina);Secretaría de Estado de Cultura ;Provincia de Catamarca;Turismo;$ 1,300,000; $ 198,281 ;;
1878;2016;COFECyT;PFIP RRNN ;TUCUMÁN;TUCUMÁN;;;;;;;Restauración de áreas degradadas del pedemonte tucumano mediante permacultura y Cultivo agroecológico de chilto.;Instituto Nacional de Tecnologia Agropecuaria (INTA) ;Provincia de Tucumán;Recursos naturales;$ 2,000,000; $ 305,048 ;;
1879;2016;COFECyT;PFIP RRNN ;ENTRE RÍOS;ENTRE RÍOS;;;;;;;Implementación y puesta en marcha de la Planta de Tratamiento de residuos de San José Feliciano.;Municipalidad de San José de Feliciano ;Provincia de Entre Ríos;Recursos naturales;$ 1,000,000; $ 152,524 ;;
1882;2016;COFECyT;PFIP RRNN ;CABA;CABA;;;;;;;Diseño y desarrollo de ecopolo para fortalecimiento de sistema de reciclado actual de CABA, a partir de concientización ambiental, taller escuela de oficios sustentables y laboratorio experimental de diseño con materiales reciclables.;Ministerio de Ambiente y Espacio Público ;CABA ;Recursos naturales;$ 2,000,000; $ 305,048 ;;
1897;2016;COFECyT;PEBIO-R ;CATAMARCA;CATAMARCA;;;;;;;VALORACION DE RESIDUOS AGROPECUARIOS E INDUSTRIALES DE LA INDUSTRIA OLIVICOLA Y PECUARIA;INSTITUTO NACIONAL DE TECNOLOGÍA AGROPECUARIA (INTA) ;;Bioeconomía regional;$ 1,500,000; $ 228,786 ;;
1919;2016;COFECyT;PFIP RRNN ;LA RIOJA;LA RIOJA;;;;;;;Empleo de la poda de Olivo, biomasa para la generación de energía. ;UNIVERSIDAD NACIONAL DE LA RIOJA ;Provincia de La Rioja;Recursos naturales;$ 1,250,000; $ 190,655 ;;
1929;2016;COFECyT;PFIP RRNN ;JUJUY;JUJUY;;;;;;;FORTALECIMIENTO GENÉTICO DE LA GANADERIA BOVINA DE LOS VALLES TEMPLADOS, CÁLIDOS Y DE ALTURA DE LA PROVINCIA DE JUJUY.;Min. De Desarrollo Económico y Producción ;Provincia de Jujuy;Recursos naturales;$ 1,498,500; $ 228,557 ;;
1931;2016;COFECyT;DETEM VECTORES ;JUJUY;JUJUY;;;;;;;FORTALECIMIENTO DE ACTIVIDADES DE VIGILANCIA Y CONTROL DE ENFERMEDADES TRANSMITIDAS POR VECTORES INCORPORANDO EL USO DE TECNOLOGÍAS DE LA INFORMACIÓN Y COMUNICACIÓN.;Palpala ;Provincia de Jujuy;Salud;$ 532,500; $ 81,219 ;;
1940;2016;COFECyT;ASETURMUSEOS ;RÍO NEGRO;RÍO NEGRO;;;;;;;Modernizacion Tecnologica del museo patagonico de ciencias naturales Juan Carlos Salgado;Museo Patagónico de Ciencias Naturales “Juan Carlos Salgado” (MPCN)- Fundación Patagónica de Ciencias Naturales.-;Provincia de Río Negro;Turismo;$ 400,000; $ 61,010 ;;
1947;2016;COFECyT;PFIP RRNN ;CHUBUT;CHUBUT;;;;;;;Captación de larvas de mejillón (MYTILUS EDULIS) en estructuras rígidas sumergidas en el golfo San José Chubut.;Centro para el Estudio de Sistemas Marinos CESIMAR CONICET;Provincia de Chubut;Recursos naturales;$ 400,000; $ 61,010 ;;
2736;2016;Programa Nacional de Tecnologías para la Inclusión Social;PROCODAS;BUENOS AIRES;BUENOS AIRES;;;;;;Olavarría;Diseño de camilla bipedestadora automatizada.;Centro Olavarriense de Rehabilitación Parálisis Infantil CORPI;Facultad de Ingeniería - Universidad Nacional del Centro de la Provincia de Buenos Aires;Discapacidad;$ 69,590; $ 10,614 ;;
2737;2016;Programa Nacional de Tecnologías para la Inclusión Social;PROCODAS;RÍO NEGRO;RÍO NEGRO;;;;;;General Enrique Godoy;Desarrollo tecnológico de procesos y productos para uso en salud y alimentación-suplementos dietarios- a partir de los cultivos regionales, peras y manzanas.;Municipalidad de Gral. Enrique Godoy;Facultad de Ingeniería de los Alimentos - Universidad de Río Negro;Desarrollo productivo ;$ 79,754; $ 12,164 ;;
2738;2016;Programa Nacional de Tecnologías para la Inclusión Social;PROCODAS;MENDOZA;MENDOZA;;;;;;Maipú;Sistema de secado industrial para serigrafía.;La Rañatela;Instituto de Educación Superior Nº 9-023;Discapacidad;$ 80,000; $ 12,202 ;;
2739;2016;Programa Nacional de Tecnologías para la Inclusión Social;PROCODAS;BUENOS AIRES;BUENOS AIRES;;;;;;Moreno;Techos verdes: un aporte a la reducción de energía en escuelas y viviendas.;ARCA - Centro de Reciclado y Ecología Urbana ONG;Centro Experimental de la Producción, Arquitectura y Tecnología apropiadas a la Emergencia (CEP ATAE), Facultad de Arquitectura Diseño y Urbanismo - Universidad de Buenos Aires;Hábitat Social;$ 80,000; $ 12,202 ;;
2740;2016;Programa Nacional de Tecnologías para la Inclusión Social;PROCODAS;BUENOS AIRES;BUENOS AIRES;;;;;;José León Suarez;Unidades Productivas en contexto de encierro. Unidad 47 de José León Suarez.;Asociación Civil Nuevo Concepto Penal;Cátedra Libre de Soberanía Alimentaria - Universidad de Buenos Aires / Centro Universitario San Martín - Universidad de San Martín / Facultad de Arquitectura, Diseño y Urbanismo - Universidad de Buenos Aires / Seminario Interdisciplinario para la Urgencia Social SIUS - Universidad de Quilmes;Desarrollo productivo ;$ 79,950; $ 12,194 ;;
2741;2016;Programa Nacional de Tecnologías para la Inclusión Social;PROCODAS;SALTA;SALTA;;;;;;Payogasta;Por un municipio+Limpio+verde Payogasta separa sus  residuos.;Municipalidad de Payogasta;Universidad Nacional de Salta//INTI;Hábitat Social;$ 80,000; $ 12,202 ;;
2742;2016;Programa Nacional de Tecnologías para la Inclusión Social;PROCODAS;Entre Ríos;Entre Ríos;;;;;;Concordia;Promoción y capacitación en tecnologías constructivas de madera de Eucalipto que dinamicen la economía social de la región, a partir del recurso foresto-industrial emergente, para el fortalecimiento del Centro de Desarrollo Productivo, en el marco del Consorcio Intermunicipal del Departamento de Concordia- Entre Ríos.;Municipio de Concordia;Centro de Investigaciones y Estudios sobre Cultura y Sociedad CIECS-CONICET-UNC;Hábitat Social;$ 79,500; $ 12,126 ;;
