Idproyecto;año;fondo;instrumento;provincia;prov1;prov2;prov3;prov4;prov5;prov6;localidad;titulo;destinatario;otraentidad;areatematicanormalizada;montonominal;montorealBase2008;;
2743;2016;Programa Nacional de Tecnologías para la Inclusión Social;PROCODAS;MISIONES;MISIONES;;;;;;Gobernador Roca;Validación e incorporación de tecnología para el agregado de valor en la producción cooperativa de mandioca.;Cooperativa Agrícola y Ganadera de Gobernador Roca Ltda.;CONICET Antropología Social / Agencia de Extensión Rural Santo Pipó - INTA / Programa Interdisciplinario de la Universidad de Buenos Aires sobre Desarrollo PIUBAD;Agricultura Familiar;$ 80,000; $ 12,202 ;;
2744;2016;Programa Nacional de Tecnologías para la Inclusión Social;PROCODAS;MENDOZA;MENDOZA;;;;;;Las Heras;Promoviendo el trabajo digno y seguro de los recuperadores urbanos de la cooperativa  COREME.;Cooperativa de Trabajo COREME Ltda.;Universidad Nacional de Cuyo;Desarrollo productivo ;$ 79,692; $ 12,155 ;;
2745;2016;Programa Nacional de Tecnologías para la Inclusión Social;PROCODAS;JUJUY;JUJUY;;;;;;Rinconada;Diseño y ejecución de prototipo de vivienda para el área puneña.;Comunidad Aborigen de Rinconada;Instituto Interdisciplinario Tilcara - Facultad de Filosofía y Letras - Universidad de Buenos Aires;Hábitat Social;$ 79,500; $ 12,126 ;;
2746;2016;Programa Nacional de Tecnologías para la Inclusión Social;PROCODAS;FORMOSA;FORMOSA;;;;;;Laguna Naineck;Agregado de valor al cultivo de caña de azúcar a partir de la selección participativa de variedades y el rescate de saberes locales.;Municipalidad de Laguna Naineck;IPAF NEA - INTA / Agencia de Extensión Rural Laguna Blanca - INTA / Secretaría de Agricultura Familiar;Agricultura Familiar;$ 80,000; $ 12,202 ;;
2747;2016;Programa Nacional de Tecnologías para la Inclusión Social;PROCODAS;JUJUY;JUJUY;;;;;;Palpalá;Desarrollo y fabricación de máquina escarificadora de quínoa para la agricultura familiar. ;FLAMA SRL;INTI Jujuy;Agricultura Familiar;$ 75,860; $ 11,570 ;;
2748;2016;Programa Nacional de Tecnologías para la Inclusión Social;PROCODAS;BUENOS AIRES;BUENOS AIRES;;;;;;Tandil;Desarrollo de tecnologías apropiadas para la gestión de efluentes líquidos y residuos sólidos de pequeños productores lácteos del Cluster Quesero de Tandil.;Cámara Agroindustrial Tandil;IPAF Región Pampeana - Agencia de Extensión Rural TANDIL - Agencia de Extensión Rural  Balcarce - INTA /INTI Mar del Plata / Comisión de Investigaciones Científicas de la Provincia de Buenos Aires;Desarrollo productivo ;$ 79,996; $ 12,201 ;;
2749;2016;Programa Nacional de Tecnologías para la Inclusión Social;PROCODAS;SAN JUAN;SAN JUAN;;;;;;Pocito;Cosecheros y viñateros. Innovación para mejorar las condiciones de cosecha de vid en la región de Cuyo. ;Asociación Civil RETAMO;IPAF Cuyo - Estación Experimental Agropecuaria San Juan - INTA ;Agricultura Familiar;$ 80,000; $ 12,202 ;;
2750;2016;Programa Nacional de Tecnologías para la Inclusión Social;PROCODAS;CABA;CABA;;;;;;Ciudad Autónoma de Buenos Aires ;Procesos de mejoramientos de viviendas con microcréditos de fondos rotatorios en la Villa 21/24 de la Ciudad de Buenos Aires.;Trabajo Educación Medio Ambiente Salud T.E.M.A.S.;Centro de Estudios Urbanos y Regionales (CEUR-CONICET);Hábitat Social;$ 60,000; $ 9,151 ;;
2751;2016;Programa Nacional de Tecnologías para la Inclusión Social;PROCODAS;BUENOS AIRES;BUENOS AIRES;;;;;;Ituzaingó;Tecnologías multiplataforma para la comercialización de las organizaciones de la ESS: desarrollo participativo, puesta en marcha y servicios asociados cooperativos (segunda etapa).;Cooperativa de Trabajo Puente del Sur;Programa Universitario de Incubación Social PUIS - Universidad Nacional de Quilmes;Desarrollo productivo ;$ 76,120; $ 11,610 ;;
2752;2016;Programa Nacional de Tecnologías para la Inclusión Social;PROCODAS;CABA;CABA;;;;;;Ciudad Autónoma de Buenos Aires ;Dispositivos didácticos táctiles para la alfabetización científica de ciegos y disminuidos visuales de los distintos niveles educativos.;Biblioteca Argentina para Ciegos;Universidad Nacional de General Sarmiento;Discapacidad;$ 71,250; $ 10,867 ;;
2753;2016;Programa Nacional de Tecnologías para la Inclusión Social;PROCODAS;SANTIAGO DEL ESTERO;SANTIAGO DEL ESTERO;;;;;;Añatuya;Producción de pellets de molienda de frutos del monte nativo aglutinada con goma brea.;Red Agroforestal CHACOArgentina REDAF;INTI//Universidad Nacional de Santiago del Estero ;Agricultura Familiar;$ 79,968; $ 12,197 ;;
2754;2016;Programa Nacional de Tecnologías para la Inclusión Social;PROCODAS;RÍO NEGRO;RÍO NEGRO;;;;;;San Carlos de Bariloche;Fabricación de máquina prensa de ladrillos de tipo suelo-cemento.;Institución Salesiana San Francisco Javier;Fundación INVAP;Hábitat Social;$ 77,549; $ 11,828 ;;
2755;2016;Programa Nacional de Tecnologías para la Inclusión Social;PROCODAS;Entre Ríos;Entre Ríos;;;;;;Concordia;Incorporación de nuevo producto y mejora en la congelación en la planta de la Cooperativa de Pescadores Benito Legerén.;Cooperativa de Trabajo Pescadores Unidos de Benito Legerén Ltda.;INTI / Universidad Nacional de Entre Ríos / INTA;Desarrollo productivo ;$ 79,598; $ 12,141 ;;
2756;2016;Programa Nacional de Tecnologías para la Inclusión Social;PROCODAS;SALTA;SALTA;;;;;;Rangel;Co-construcción y adecuación socio-técnica de cocinas eficientes para La Puna Salteña.;Comunidad Indígena Atacama de Rangel;Secretaria de Agricultura Familiar Delegación Salta - Centro Salta - Instituto Nacional de Tecnología Industrial;Hábitat Social;$ 80,020; $ 12,205 ;;
2757;2016;Programa Nacional de Tecnologías para la Inclusión Social;PROCODAS;TIERRA DEL FUEGO;TIERRA DEL FUEGO;;;;;;Ushuaia;Construcción autogestionaria de hábitat popular.;Cooperativa de Trabajo Casa Base Ltda;Universidad Tecnológica Nacional ;Hábitat Social;$ 79,700; $ 12,156 ;;
2758;2016;Programa Nacional de Tecnologías para la Inclusión Social;PROCODAS;NEUQUÉN;NEUQUÉN;;;;;;Plaza Huincul;Adaptación de museo paleontológico para personas disminuidas visuales.;Museo Municipal Carmen Funes;Facultad de Informatica - Universidad Nacional del Comahue ;Discapacidad;$ 79,945; $ 12,194 ;;
2759;2016;Programa Nacional de Tecnologías para la Inclusión Social;PROCODAS;MISIONES;MISIONES;;;;;;Colonia Puerto Paraíso;Energía sustentable para el desarrollo socioproductivo en la zona de influencia de la Reserva de Biósfera Yabotí, Misiones.;Misiones para todos;Universidad Nacional de La Matanza                                                    ;Hábitat Social;$ 80,000; $ 12,202 ;;
2760;2016;Programa Nacional de Tecnologías para la Inclusión Social;PROCODAS;BUENOS AIRES;BUENOS AIRES;;;;;;Mar del Plata;Los colores de la agricultura marplatense.;Cooperativa de Trabajo Jere, Mono y Patom Ltda.;Universidad Nacional de Mar del Plata / Instituto Superior de Formación Técnica Nº151                                                         ;Desarrollo productivo ;$ 79,945; $ 12,194 ;;
2761;2016;Programa Nacional de Tecnologías para la Inclusión Social;PROCODAS;BUENOS AIRES;BUENOS AIRES;;;;;;Belén de Escobar;Una ruta de turismo social y solidario para las cooperativas de apicultores del Delta.;Asociacion Civil Sur por la Cooperación y Organización Solidaria – SURcos;Programa Universitario de Incubación Social PUIS - Universidad Nacional de Quilmes;Desarrollo productivo ;$ 80,000; $ 12,202 ;;
2762;2016;Programa Nacional de Tecnologías para la Inclusión Social;PROCODAS;SALTA;SALTA;;;;;;Comunidad de Cabreria;Comparsa de esquila de la Comunidad de Cabreria, Departamento Molinos, Provincia de Salta.;Comunidad Aborigen de Cabreria;Agencia de Extensión Rural Seclantás - INTA;Agricultura Familiar;$ 80,000; $ 12,202 ;;
2763;2016;Programa Nacional de Tecnologías para la Inclusión Social;PROCODAS;CHACO;CHACO;;;;;;Santa Sylvina;Construcción de una fábrica móvil de alimento balanceado para  agricultores familiares del Paraje Villa Correa- Chaco. ;PRODUCTORES FAMILIARES DE VILLA CORREA;Estación Experimental Agropecuaria Saenz Peña - INTA  ;Desarrollo productivo ;$ 80,000; $ 12,202 ;;
2764;2016;Programa Nacional de Tecnologías para la Inclusión Social;PROCODAS;JUJUY;JUJUY;;;;;;Abra Pampa;Sembradora para la  Agricultura Familiar Andina (La Campesina).;Asociación Civil Red Puna y Quebrada;Facultad de Ciencias Agrarias- Universidad Nacional de Jujuy;Agricultura Familiar;$ 80,000; $ 12,202 ;;
2765;2016;Programa Nacional de Tecnologías para la Inclusión Social;PROCODAS;BUENOS AIRES;BUENOS AIRES;;;;;;José C. Paz;Interfaces naturales como complemento educativo, cognitivo y social en personas que padecen TEA.;Escuela Especial Nº 501;Universidad Nacional de José C. Paz;Discapacidad;$ 80,000; $ 12,202 ;;
2766;2016;Programa Nacional de Tecnologías para la Inclusión Social;PROCODAS;Chubut;Chubut;;;;;;Península Valdés;Fortalecimiento de emprendimientos artesanales de cultivo de mejillón en el Riacho San José - Península Valdés, Chubut.;Asociación de Pescadores Artesanales y Recolectores Costeros del Riacho San José;Regional Chubut - Universidad Tecnológica Nacional;Agricultura Familiar;$ 80,000; $ 12,202 ;;
2767;2016;Programa Nacional de Tecnologías para la Inclusión Social;PROCODAS;BUENOS AIRES;BUENOS AIRES;;;;;;Lanús;Desarrollo y puesta en funcionamiento una unidad productiva para la separación de componentes de pilas alcalinas en el marco de políticas públicas municipales.;Fundación de Estudios Regionales;Universidad Nacional de Lanús / Universidad Nacional de La Plata;Desarrollo productivo ;$ 78,790; $ 12,017 ;;
2768;2016;Programa Nacional de Tecnologías para la Inclusión Social;PROCODAS;CABA;CABA;;;;;;Ciudad Autónoma de Buenos Aires ;Aplicación para estimular la producción oral de palabras en personas con discapacidad de la comunicación.;Fundación Argentina de Afasia Charlotte Schwarz;Universidad Tecnológica Nacional ;Discapacidad;$ 79,000; $ 12,049 ;;
2769;2016;Programa Nacional de Tecnologías para la Inclusión Social;PROCODAS;CABA;CABA;;;;;;Ciudad Autónoma de Buenos Aires ;Aplicaciones de lectura personalizables para jóvenes con dislexia y discapacidad intelectual.;Fundación Instituto de Estudios y Acción Social (IDEAS);Universidad Tecnológica Nacional ;Discapacidad;$ 64,300; $ 9,807 ;;
2770;2016;Programa Nacional de Tecnologías para la Inclusión Social;PROCODAS;BUENOS AIRES;BUENOS AIRES;;;;;;La Plata;Mejoramiento en produccion de panificados de puente de fierro -La Plata. ;El Refugio;Facultad de Ciencias Exactas / Secretaría de Extensión/Programas de Extensión Cátedra Libre en Salud y Derechos Humanos - Universidad Nacional de la Plata. Facultad de Arquitectura - Universidad Nacional de la Plata.;Desarrollo productivo ;$ 79,858; $ 12,180 ;;
2771;2016;Programa Nacional de Tecnologías para la Inclusión Social;PROCODAS;BUENOS AIRES;BUENOS AIRES;;;;;;Zárate;Sala de elaboración de agroalimentos de la Escuela AgropecuariaN°1 El Tatú, Zárate: aplicación de soluciones tecnológicas simples para lograr un proyecto productivo sustentable.;Escuela Agropecuaria N°1 “Carlos Von Bernard”;Laboratorio Avanzado de Alimentos, Departamento de Tecnología - Universidad Nacional de Luján ;Desarrollo productivo ;$ 80,000; $ 12,202 ;;
2772;2016;Programa Nacional de Tecnologías para la Inclusión Social;PROCODAS;BUENOS AIRES;BUENOS AIRES;;;;;;Tandil;Mejora en los procesos productivos de fábricas recuperadas mediante la implementación de un software de planeamiento y control de la producción.;Cooperativa de Trabajo Cerámica Blanca Ltda;Facultad de Ciencias Exactas - Universidad Nacional del Centro de la Provincia de Buenos Aires;Desarrollo productivo ;$ 46,080; $ 7,028 ;;
2773;2016;Programa Nacional de Tecnologías para la Inclusión Social;PROCODAS;BUENOS AIRES;BUENOS AIRES;;;;;;Duggan;Sistemas de generación de bioenergía (biogás y biomasa energética) a partir del tratamiento de efluentes de un criadero de cerdos a escala educativa.;"Escuela Agraria Nº1 ""La Vieja Estación""";Facultad de Agronomía - Universidad de Buenos Aires;Hábitat Social;$ 79,850; $ 12,179 ;;
2774;2016;Programa Nacional de Tecnologías para la Inclusión Social;PROCODAS;SANTA FE;SANTA FE;;;;;;Runciman;Mejora en la eficiencia energética de los sistemas de cocción comunitarios de bajos recursos.;Escuela 6253 José de San Martín;Instituto Nacional de Tecnología Agropecuaria - INTA;Hábitat Social;$ 25,850; $ 3,943 ;;
2775;2016;Programa Nacional de Tecnologías para la Inclusión Social;PROCODAS;Chubut;Chubut;;;;;;Trelew;Diseño de un prototipo de máquina de tejer malla tubular de algodón, para encordado de mejillones.;Escuela Secundaria de Educación Técnico Profesional Nº 748;Regional Chubut - Universidad Tecnológica Nacional;Desarrollo productivo ;$ 79,919; $ 12,190 ;;
2776;2016;Programa Nacional de Tecnologías para la Inclusión Social;PROCODAS;BUENOS AIRES;BUENOS AIRES;;;;;;San Martín;Apoyabrazos ergonómico con posicionamiento graduable.;Ayudas Tecnicas SRL;Centro Asistencial Universitario-Instituto de Ciencias de la Rehabilitación - Universidad Nacional de San Martín;Discapacidad;$ 27,300; $ 4,164 ;;
2777;2016;Programa Nacional de Tecnologías para la Inclusión Social;PROCODAS;Entre Ríos;Entre Ríos;;;;;;Ubajay;Tratamientos de efluentes cloacales y residuos orgánicos domiciliarios para familias del paraje 6º distrito.;Municipalidad de Ubajay;INTA Concordia -INTI Concordia;Hábitat Social;$ 78,560; $ 11,982 ;;
2778;2016;Programa Nacional de Tecnologías para la Inclusión Social;PROCODAS;CHACO;CHACO;;;;;;Santa Sylvina;Diseño y construcción de prototipo de rotoenfardadora para productores familiares.;Asociación Civil Consorcio Productivo de Servicios Rurales de Santa Sylvina Norte Nº 25.;Estación Experimental Agropecuaria Saenz Peña - INTA  ;Agricultura Familiar;$ 79,500; $ 12,126 ;;
2779;2016;Programa Nacional de Tecnologías para la Inclusión Social;PROCODAS;Entre Ríos;Entre Ríos;;;;;;Concordia;Desarrollo de alimentos funcionales para pacientes con epilepsia refractaria.;Sociedad Argentina de Pediatría  Filial Río Uruguay;Facultad de Ciencias de la Alimentación - Universidad nacional de Entre Ríos / CIDCA (Centro de Investigación y Desarrollo en Criotecnología de Alimentos -CONICET-UNLP / Facultad de Ciencias de la Salud - Universidad Nacional de Entre Ríos                                                                            ;Discapacidad;$ 79,339; $ 12,101 ;;
2780;2016;Programa Nacional de Tecnologías para la Inclusión Social;PROCODAS;SALTA;SALTA;;;;;;Seclantás;Generación de líneas de productos agrícolas con valor agregado, a partir de la implementación de secaderos solares.;Comunidad Diaguita Calchaqui;Agencia de Extensión Rural Seclantás - INTA;Desarrollo productivo ;$ 79,904; $ 12,187 ;;
2781;2016;Programa Nacional de Tecnologías para la Inclusión Social;PROCODAS;BUENOS AIRES;BUENOS AIRES;;;;;;Punta Indio ;Tambo-Fábrica trasladable.;Municipalidad Punta Indio;Instituto Nacional de Tecnología Agropecuaria - INTA;Agricultura Familiar;$ 80,000; $ 12,202 ;;
2782;2016;Programa Nacional de Tecnologías para la Inclusión Social;PROCODAS;CHACO;CHACO;;;;;;Paraje Pampa del Zorro ;Diseño socio-técnico de sistemas sanitarios para zonas rurales con estrés hídrico.;Asociación Civil Bienes Comunes;Instituto de Estudios sobre la Ciencia y la Tecnología - Universidad Nacional de Quilmes ;Hábitat Social;$ 80,000; $ 12,202 ;;
2783;2016;Programa Nacional de Tecnologías para la Inclusión Social;PROCODAS;SAN JUAN;SAN JUAN;;;;;;Caucete;Adaptación de aires acondicionados como equipos de frío en la elaboración de vino casero a escala familiar en el departamento Caucete – San Juan.  ;Biblioteca Popular Paula Albarracín de Sarmiento;Instituto Nacional de Tecnología Agropecuaria - INTA;Agricultura Familiar;$ 62,052; $ 9,464 ;;
2784;2016;Programa Nacional de Tecnologías para la Inclusión Social;PROCODAS;RÍO NEGRO;RÍO NEGRO;;;;;;Comallo;Desarrollo de luces destellantes anti-depredadores.;Organización de Productores Ganaderos;INTA / Regional Neuquén - Universidad Tecnológica Nacional;Agricultura Familiar;$ 70,000; $ 10,677 ;;
2785;2016;Programa Nacional de Tecnologías para la Inclusión Social;PROCODAS;TIERRA DEL FUEGO;TIERRA DEL FUEGO;;;;;;Ushuaia;Cocinas diferentes: tutoriales gastronómicos audiovisuales para el aprendizaje inclusivo de jóvenes con discapacidades.;Escuela de Educación Integral- Ushuaia;Dirección de Producción Audiovisual, Secretaria de Ciencia y Tecnología - Universidad Nacional de Tierra del Fuego;Discapacidad;$ 80,000; $ 12,202 ;;
2786;2016;Programa Nacional de Tecnologías para la Inclusión Social;PROCODAS;BUENOS AIRES;BUENOS AIRES;;;;;;Lanús;Desarrollo y producción de mesas escolares inclusivas para los Centros Educativos de gestión municipal del territorio de Lanús.;Municipalidad de Lanús;Centro de Investigación, Desarrollo e Innovación en Diseño Industrial - Universidad Nacional de Lanús;Discapacidad;$ 77,525; $ 11,824 ;;
3049;2016;Programa Nacional de Tecnologías para la Inclusión Social;PAD;BUENOS AIRES;BUENOS AIRES;;;;;;Pigué;Diseño de marca propia de Indumentaria e inserción en el mercado de la industrial nacional;Universidad Provincial del Sudoeste;Universidad Provincial del Sudoeste  ;Diseño;$ 79,800; $ 12,171 ;;
3050;2016;Programa Nacional de Tecnologías para la Inclusión Social;PAD;SALTA;SALTA;;;;;;Seclantás;Dinamización de las manofacturas de cuero y su comercialización justa e inclusiva en el Valle Calchaquí Salteño.;Red Valles de Altura (Red VA) ;Universidad Provincial del Sudoeste  ;Diseño;$ 80,000; $ 12,202 ;;
3051;2016;Programa Nacional de Tecnologías para la Inclusión Social;PAD;Entre Ríos;Entre Ríos;;;;;;Concepción del Uruguay;Co-diseño de equipamiento para instituciones públicas a partir del recurso maderero local (Eucaliptus Grandys). Constitución de Consorcios tecno-productivos, público-privados, en el marco de la Economía Social.;Universidad Nacional de Entre Ríos;Centro de Investigaciones y Estudios sobre Cultura y Sociedad CIECS-CONICET-UNC;Diseño;$ 79,760; $ 12,165 ;;
3052;2016;Programa Nacional de Tecnologías para la Inclusión Social;PAD;SALTA;SALTA;;;;;;San Antonio de los Cobres;Valores ancestrales, diseño y artesanía de alta calidad en la cerámica de Thuru Maki (Manos de Barro).;Universidad Católica de Salta;Universidad Católica de Salta  ;Diseño;$ 79,510; $ 12,127 ;;
3053;2016;Programa Nacional de Tecnologías para la Inclusión Social;PAD;SALTA;SALTA;;;;;;San Carlos;Desarrollo de maquinaria para el secado y molienda de pimiento para pimentón;Cooperativa Agropecuaria y Forestal San Carlos Ltda.;Instituto Nacional de Tecnología Industrial - INTI;Diseño;$ 80,000; $ 12,202 ;;
3054;2016;Programa Nacional de Tecnologías para la Inclusión Social;PAD;RÍO NEGRO;RÍO NEGRO;;;;;;General Fernández Oro;El diseño como factor estrátegico para el posicionamiento en el mercado del Complejo Agroindustrial de General Fernández Oro.;Municipalidad de General Fernández Oro;Instituto Nacional de Tecnología Industrial - INTI;Diseño;$ 77,775; $ 11,863 ;;
3055;2016;Programa Nacional de Tecnologías para la Inclusión Social;PAD;BUENOS AIRES;BUENOS AIRES;;;;;;San Martín;Diseño e Innovación para emprendedores de Economía Social de San Martín;Fundación UNSAM Innovación y Tecnología, Universidad Nacional de San Martín.;Universidad de San Martín  ;Diseño;$ 79,300; $ 12,095 ;;
3056;2016;Programa Nacional de Tecnologías para la Inclusión Social;PAD;SALTA;SALTA;;;;;;Cachi;Diseño y desarrollo de un prototipo de fraccionadora - envasadora de especias para productores de los Valles Calchaquí y de Lerma.;Cooperativa Apícola, Agrícola y Ganadera del Valle Calchaquí Norte Ltda.;Instituto Nacional de Tecnología Industrial - INTI;Diseño;$ 78,768; $ 12,014 ;;
3057;2016;Programa Nacional de Tecnologías para la Inclusión Social;PAD;SANTA FE;SANTA FE;;;;;;Rafaela;Desarrollo de un sistema para la producción de plantines de especies ornamentales de baja escala.;Fundación ArgenINTA – Delegación Santa Fe;Instituto Nacional de Tecnología Industrial - INTI;Diseño;$ 76,008; $ 11,593 ;;
3058;2016;Programa Nacional de Tecnologías para la Inclusión Social;PAD;BUENOS AIRES;BUENOS AIRES;;;;;;Mar del Plata;Diseño para la visibilidad y comunicación de los productos de la Cooperativa Nuevo Amanecer;Cooperativa de trabajo Nuevo Amanecer Ltda.;;Diseño;$ 79,656; $ 12,149 ;;
3059;2016;Programa Nacional de Tecnologías para la Inclusión Social;PAD;BUENOS AIRES;BUENOS AIRES;;;;;;Ciudadela;Agregado de valor desde el Diseño para los productos de Tejiendo Redes, comercializadora social.;Fundación Vivienda y Comunidad;Instituto Nacional de Tecnología Industrial - INTI;Diseño;$ 79,700; $ 12,156 ;;
3060;2016;Programa Nacional de Tecnologías para la Inclusión Social;PAD;BUENOS AIRES;BUENOS AIRES;;;;;;Villa Martelli;Diseño para innovar en procesos y productos en la Cooperativa Maxim Ltda.;Cooperativa de Trabajo Maxim Ltda;Instituto Nacional de Tecnología Industrial - INTI;Diseño;$ 79,800; $ 12,171 ;;
3061;2016;Programa Nacional de Tecnologías para la Inclusión Social;PAD;CABA;CABA;;;;;;Ciudad Autónoma de Buenos Aires ;SuperArte eco-regalería: su mejoramiento tecnológico;Asociación Civil Salud, Habitat y Desarrollo.;Universidad de Buenos Aires;Diseño;$ 79,000; $ 12,049 ;;
3062;2016;Programa Nacional de Tecnologías para la Inclusión Social;PAD;CÓRDOBA;CÓRDOBA;;;;;;Ciudad de Córdoba;Mejora productiva en cooperativa manufacturera de aberturas de aluminio y vidrios herméticos;Cooperativa Luz y Esperanza Ltda.;Universidad Nacional de Córdoba  ;Diseño;$ 76,730; $ 11,703 ;;
3063;2016;Programa Nacional de Tecnologías para la Inclusión Social;PAD;JUJUY;JUJUY;;;;;;Huacalera;Sembrando futuro con Quitacara en la Quebrada de Humahuaca;Comunidad Indígena Quitacara;Instituto Nacional de Tecnología Agropecuaria - INTA;Diseño;$ 80,000; $ 12,202 ;;
3064;2016;Programa Nacional de Tecnologías para la Inclusión Social;PAD;BUENOS AIRES;BUENOS AIRES;;;;;;Tandil;Creación de valor por diversificación en fábrica recuperada – CASO IMPOPAR;Universidad Nacional del Centro de la Provincia de Buenos Aires UNCPBA;Universidad Nacional del Centro de la Provincia de Buenos Aires;Diseño;$ 75,200; $ 11,470 ;;
292;2017;COFECyT;VITEF ;NEUQUÉN;NEUQUÉN;;;;;;;VITEF 2017 - NEUQUEN ;COPADE ;;Vinculación tecnológica;$ 422,400; $ 51,129 ;;
297;2017;COFECyT;VITEF ;CHACO;CHACO;;;;;;;VITEF 2017 - CHACO;SUBSECRETARIA DE INNOVACION TECNOLOGICA;;Vinculación tecnológica;$ 422,400; $ 51,129 ;;
300;2017;COFECyT;PFIP ;LA RIOJA;LA RIOJA;;;;;;;Sistema de fraccionamiento dual de aceite de oliva con preservación de calidad alimentaria;ACOVE (Asociación de productores viñateros y elaboradores de vino casero cordon de velazco);Provincia de La Rioja;Desarrollo productivo local;$ 2,857,000; $ 345,824 ;;
301;2017;COFECyT;VITEF ;LA RIOJA;LA RIOJA;;;;;;;VITEF 2017 - LA RIOJA ;SECRETARIA DE CIENCIA Y TECNOLOGIA ;;Vinculación tecnológica;$ 422,400; $ 51,129 ;;
327;2017;COFECyT;DETEM ;CÓRDOBA;CÓRDOBA;;;;;;;Puesta en marcha del Vivero Municipal, y gestión del arbolado público ;Villa de Soto ;Provincia de Córdoba;Desarrollo local;$ 400,000; $ 48,418 ;;
