Identidades;identidad;nentidad;entidad;tipo1;tipo2;tipo3;tipo4;tipo5
1233;1233-3;3;Instituto de Biología Subtropical (IBS) (CONICET-UNaM);Estado;Nacional;Organismo CyT público;Instituto CONICET/Universidad Pública;IBS (CONICET, UNAM)
1233;1233-1;3;Facultad de Ciencias Forestales-Universidad Nacional de Misiones;Estado;Nacional;Universidad pública;UNAM;UNAM
1234;1234-1;1;FACULTAD DE CIENCIAS NATURALES E IML. UNIVERSIDAD NACIONAL DE TUCUMAN;Estado;Nacional;Universidad pública;UNT;UNT
1235;1235-1;1;Facultad de Ciencias Naturales y Museo, Universidad Nacional de La Plata;Estado;Nacional;Universidad pública;UNLP;UNLP
1236;1236-1;1;Facultad de Ciencias Veterinarias - Universidad Nacional de La Pampa;Estado;Nacional;Universidad pública;UNLPAM;UNLPAM
1237;1237-1;1;Facultad de Ciencias Veterinarias - Universidad Nacional de La Pampa;Estado;Nacional;Universidad pública;UNLPAM;UNLPAM
1238;1238-1;1;Facultad de Cs. Exactas y Naturales UNLPAM;Estado;Nacional;Universidad pública;UNLPAM;UNLPAM
1239;1239-1;2;Facultad de Derecho - Universidad Nacional de Mar del Plata;Estado;Nacional;Universidad pública;UNMDP;UNMDP
1239;1239-2;2;Facultad de Arquitectura, Urbanismo y Diseño - Universidad Nacional de Mar del Plata;Estado;Nacional;Universidad pública;UNMDP;UNMDP
1240;1240-1;1;Facultad de Filosofía y Letras - Universidad de Buenos Aires;Estado;Nacional;Universidad pública;UBA;UBA
1241;1241-1;1;Facultad de Informatica - Universidad Nacional del Comahue;Estado;Nacional;Universidad pública;UNCO;UNCO
1242;1242-1;1;Facultad de Ingeniería - Universidad Austral de Pilar;Comunidad;?;Universidad privada;Facultad de Ingeniería - Universidad Austral de Pilar;Universidad Austral de Pilar
1243;1243-1;1;Facultad de Ingeniería - Universidad Católica de Salta;Comunidad;?;Universidad privada;Facultad de Ingeniería - Universidad Católica de Salta;Universidad Católica de Salta
1244;1244-1;1;Facultad de Ingeniería - Universidad de Buenos Aires;Estado;Nacional;Universidad pública;UBA;UBA
1245;1245-1;1;Facultad de Ingeniería - Universidad de Buenos Aires;Estado;Nacional;Universidad pública;UBA;UBA
1246;1246-2;2;Instituto Nacional de Tecnología Industrial;Estado;Nacional;Organismo CyT público;INTI;INTI
1246;1246-1;2;Facultad de Ingeniería - Universidad de Buenos Aires;Estado;Nacional;Universidad pública;UBA;UBA
1247;1247-1;1;Facultad de Ingeniería - Universidad Nacional de La Plata;Estado;Nacional;Universidad pública;UNLP;UNLP
1248;1248-1;1;Facultad de Ingeniería - Universidad Nacional de Mar del Plata;Estado;Nacional;Universidad pública;UNMDP;UNMdP
1249;1249-2;2;CCT CONICET San Juan;Estado;Nacional;Organismo CyT público;CONICET;CCT San Juan (CONICET)
1249;1249-1;2;Facultad de Ingeniería - Universidad Nacional de San Juan;Estado;Nacional;Universidad pública;UNSJ;UNSJ
1250;1250-1;1;Facultad de Ingeniería - Universidad Nacional del Centro de la Provincia de Buenos Aires;Estado;Nacional;Universidad pública;UNICEN;UNICEN
1251;1251-1;1;Facultad de Ingeniería - Universidad Nacional del Nordeste;Estado;Nacional;Universidad pública;UNNE;UNNE
1252;1252-1;1;Facultad de Ingeniería de los Alimentos - Universidad de Río Negro;Estado;Nacional;Universidad pública;UNRN;UNRN
1253;1253-1;1;Facultad de Ingeniería Oberá - Universidad Nacional de Misiones;Estado;Nacional;Universidad pública;UNAM;UNAM
1254;1254-1;2;Facultad de Ingeniería  - Universidad Nacional de La Plata;Estado;Nacional;Universidad pública;UNLP;UNLP
1254;1254-2;2;Facultad de Bellas Artes - Universidad Nacional de La Plata;Estado;Nacional;Universidad pública;UNLP;UNLP
1255;1255-1;1;Facultad de Matemática, Astronomía, Física y Computación - Universidad Nacional de Córdoba;Estado;Nacional;Universidad pública;UNC;UNC
1256;1256-1;1;Facultad Escuela de Negocios - Universidad Católica de Salta;Estado;Nacional;Universidad pública;UNSA;UNSA
1257;1257-1;1;Facultad Regional Concordia, Universidad Tecnológica Regional (FRCON - UTN);Estado;Nacional;Universidad pública;UTN;UTN
1258;1258-1;1;Facultad Regional Resistencia-Universidad Tecnológica Nacional -UTN;Estado;Nacional;Universidad pública;UTN;UTN
1259;1259-1;1;FACUNDO SEBASTIAN LUNA;Privado;Persona física;Persona física;FACUNDO SEBASTIAN LUNA;FACUNDO SEBASTIAN LUNA
1260;1260-1;1;Famatina;Estado;Municipal;Municipio o comuna;Famatina;Famatina
1261;1261-1;2;Famatina;Estado;Municipal;Municipio o comuna;Famatina;Famatina
1261;1261-2;2;San Blas de los Sauces;Estado;Municipal;Municipio o comuna;San Blas de los Sauces;San Blas de los Sauces
1262;1262-1;1;FANIOT - FABRICA ARGENTINA DE NANOSENSORES OIT - CONSORCIO DE COOPERACION;Privado;Empresa privada;Otro;FANIOT - FABRICA ARGENTINA DE NANOSENSORES OIT - CONSORCIO DE COOPERACION;FANIOT - FABRICA ARGENTINA DE NANOSENSORES OIT - CONSORCIO DE COOPERACION
1263;1263-1;1;FDV Solutions SA;Privado;Empresa privada;SA;FDV Solutions SA;FDV Solutions SA
1264;1264-1;1;Federación Argentina de Cooperativas de Trabajo de Tecnología, Innovación y Conocimiento (FACTTIC);Comunidad;Cooperativa;Cooperativa de trabajo;Federación Argentina de Cooperativas de Trabajo de Tecnología, Innovación y Conocimiento (FACTTIC);Federación Argentina de Cooperativas de Trabajo de Tecnología, Innovación y Conocimiento (FACTTIC)
1265;1265-1;1;Federación Argentina de la Industria Gráfica y Afines - F.A.I.G.A;Comunidad;Federación;Cooperación empresaria o de productores;Federación Argentina de la Industria Gráfica y Afines - F.A.I.G.A;Federación Argentina de la Industria Gráfica y Afines - F.A.I.G.A
1266;1266-1;1;Federación Argentina de la Industria Gráfica y Afines - F.A.I.G.A;Comunidad;Federación;Cooperación empresaria o de productores;Federación Argentina de la Industria Gráfica y Afines - F.A.I.G.A;Federación Argentina de la Industria Gráfica y Afines - F.A.I.G.A
1267;1267-1;1;Federación Bonaerense de Parques Científicos y Tecnológicos;Comunidad;Federación;Cooperación empresaria o de productores;Federación Bonaerense de Parques Científicos y Tecnológicos;Federación Bonaerense de Parques Científicos y Tecnológicos
1268;1268-1;1;Federación Cooperativas Apícolas Limitada;Comunidad;Cooperativa;Cooperativa agraria;Federación Cooperativas Apícolas Limitada;Federación Cooperativas Apícolas Limitada
1269;1269-1;1;Federación de Asociaciones y Cámaras de Ascensores de la República Argentina F.A.C.A.R.A;Comunidad;Federación;Cooperación empresaria o de productores;Federación de Asociaciones y Cámaras de Ascensores de la República Argentina F.A.C.A.R.A;Federación de Asociaciones y Cámaras de Ascensores de la República Argentina F.A.C.A.R.A
1270;1270-1;1;Federación de Cooperativas Agropecuarias de San Juan Limitada;Comunidad;Cooperativa;Cooperativa agraria;Federación de Cooperativas Agropecuarias de San Juan Limitada;Federación de Cooperativas Agropecuarias de San Juan Limitada
1271;1271-1;1;FEDERACION DE COOPERATIVAS DE TRABAJO DE SALTA;Comunidad;Cooperativa;Cooperativa de trabajo;FEDERACION DE COOPERATIVAS DE TRABAJO DE SALTA;FEDERACION DE COOPERATIVAS DE TRABAJO DE SALTA
1272;1272-1;1;Federación de Sociedades Rurales de Río Negro - Soc Rural San Carlos de Bariloche;Comunidad;Federación;Cooperación empresaria o de productores;Federación de Sociedades Rurales de Río Negro - Soc Rural San Carlos de Bariloche;Federación de Sociedades Rurales de Río Negro - Soc Rural San Carlos de Bariloche
1273;1273-1;1;Federación de Uniones Vecinales Distribuidoras de Agua Potable de San Juan;Comunidad;Fundación;Organización vecinal;Federación de Uniones Vecinales Distribuidoras de Agua Potable de San Juan;Federación de Uniones Vecinales Distribuidoras de Agua Potable de San Juan
1274;1274-1;1;FEDERACION DE VIÑATEROS Y PRODUCTORES AGROPECUARIOS DE SAN JUAN;Comunidad;?;Cooperación empresaria o de productores;FEDERACION DE VIÑATEROS Y PRODUCTORES AGROPECUARIOS DE SAN JUAN;FEDERACION DE VIÑATEROS Y PRODUCTORES AGROPECUARIOS DE SAN JUAN
1275;1275-1;1;Federación del Citrus de Entre Ríos - FeCiER;Comunidad;Federación;Cooperación empresaria o de productores;Federación del Citrus de Entre Ríos - FeCiER;Federación del Citrus de Entre Ríos - FeCiER
1276;1276-1;1;Federación Industrial de la Provincia de Santa Fe;Comunidad;Asociación Civil;Cooperación empresaria o de productores;Federación Industrial de la Provincia de Santa Fe;Federación Industrial de la Provincia de Santa Fe
1277;1277-1;1;Federación Plan Estratégico del Durazno para la Industria;Comunidad;Federación;Cooperación empresaria o de productores;Federación Plan Estratégico del Durazno para la Industria;Federación Plan Estratégico del Durazno para la Industria
1278;1278-1;1;Federación Plan Estratégico del Durazno para la Industria;Comunidad;Federación;Cooperación empresaria o de productores;Federación Plan Estratégico del Durazno para la Industria;Federación Plan Estratégico del Durazno para la Industria
1279;1279-1;1;Federico Abriele;Privado;Persona física;Persona física;Federico Abriele;Federico Abriele
1280;1280-1;1;FEDERICO PERFARE;Privado;Persona física;Persona física;FEDERICO PERFARE;FEDERICO PERFARE
1281;1281-1;1;Fertil Tecnologías SRL;Privado;Empresa privada;SRL;Fertil Tecnologías SRL;Fertil Tecnologías SRL
1282;1282-1;1;Fiambalá;Estado;Municipal;Municipio o comuna;Fiambalá;Fiambalá
1283;1283-1;1;FIDEIAR (Fundación para el Desarrollo Industrial Argentino) – Centro Tecnológico DE ARTEAGA;Comunidad;Fundación;Organismo CyT comunitario;Centro Tecnológico DE ARTEAGA (FIDEIAR);Centro Tecnológico DE ARTEAGA (FIDEIAR)
1284;1284-1;1;Finca La Carolina SRL;Privado;Empresa privada;SRL;Finca La Carolina SRL;Finca La Carolina SRL
1285;1285-1;1;Finca San José SA;Privado;Empresa privada;SA;Finca San José SA;Finca San José SA
1286;1286-1;1;Firmat;Estado;Municipal;Municipio o comuna;Firmat;Firmat
1287;1287-1;1;FLAMA SRL;Privado;Empresa privada;SRL;FLAMA SRL;FLAMA SRL
1288;1288-1;1;Florencio Varela;Estado;Municipal;Municipio o comuna;Florencio Varela;Florencio Varela
1289;1289-1;1;Fomento Pesquero San Julián Sociedad Estatal Municipal (FOPESAN S.E.M.);Estado;Municipal;Empresa estatal;Fomento Pesquero San Julián Sociedad Estatal Municipal (FOPESAN S.E.M.);Fomento Pesquero San Julián Sociedad Estatal Municipal (FOPESAN S.E.M.)
1291;1291-1;2;Forres;Estado;Municipal;Municipio o comuna;Forres;Forres
1291;1291-2;2;Sumampa;Estado;Municipal;Municipio o comuna;Sumampa;Sumampa
1292;1292-1;1;Fortín Cabo 1° Lugones (Comisión de fomento);Estado;Municipal;Municipio o comuna;Fortín Cabo 1° Lugones;Fortín Cabo 1° Lugones
1293;1293-1;1;Fraile Pintado;Estado;Municipal;Municipio o comuna;Fraile Pintado;Fraile Pintado
1294;1294-1;2;Fraile Pintado;Estado;Municipal;Municipio o comuna;Fraile Pintado;Fraile Pintado
1294;1294-2;2;Ldor. Gral. San Martín;Estado;Municipal;Municipio o comuna;Ldor. Gral. San Martín;Libertador San Martín
1295;1295-1;1;Fray Mamerto Esquiú;Estado;Municipal;Municipio o comuna;Fray Mamerto Esquiú;Fray Mamerto Esquiú
1296;1296-1;1;Frías;Estado;Municipal;Municipio o comuna;Frías;Frías
1297;1297-1;1;Frigorifico NOVARA;Privado;Empresa privada;;Frigorifico NOVARA;Frigorifico NOVARA
1298;1298-2;4;CONICET;Estado;Nacional;Organismo CyT público;CONICET;CONICET
1298;1298-1;4;FRONTEC SA;Privado;Empresa privada;SA;FRONTEC SA;FRONTEC SA
1298;1298-3;4;INVAP S.E;Estado;Empresa estatal;SE;INVAP;INVAP
1298;1298-4;4;SERVICIO METEOROLÓGICO NACIONAL;Estado;Nacional;Organismo CyT público;SMN;SMN
1299;1299-1;1;Frontera;Estado;Municipal;Municipio o comuna;Frontera;Frontera
1300;1300-1;1;Fruticultores Unidos Centenarios SRL;Privado;Empresa privada;SRL;Fruticultores Unidos Centenarios SRL;Fruticultores Unidos Centenarios SRL
1301;1301-1;1;Frutos de Fiambala SA;Privado;Empresa privada;SA;Frutos de Fiambala SA;Frutos de Fiambala SA
1302;1302-1;1;FUNCEDID;Comunidad;Fundación;Organización social;FUNCEDID;FUNCEDID
1303;1303-1;1;FUND. ENCUBADORA DE BASE TECNOLÓGICA UNNE-TEC INNOVAR;Público-privado;Fundación;Asociación de apoyo empresario/productivo;FUND. ENCUBADORA DE BASE TECNOLÓGICA UNNE-TEC INNOVAR;FUND. ENCUBADORA DE BASE TECNOLÓGICA UNNE-TEC INNOVAR
1304;1304-1;1;FUNDACION AGENCIA DE DESARROLLO CIUDAD DE CORRIENTES;Estado;Fundación;Asociación de apoyo empresario/productivo;FUNDACION AGENCIA DE DESARROLLO CIUDAD DE CORRIENTES;FUNDACION AGENCIA DE DESARROLLO CIUDAD DE CORRIENTES
1305;1305-1;1;Fundación Agencia de Desarrollo Ciudad de Corrientes;Comunidad;Fundación;;Fundación Agencia de Desarrollo Ciudad de Corrientes;Fundación Agencia de Desarrollo Ciudad de Corrientes
1306;1306-1;1;Fundación Alandar;Comunidad;Fundación;Organización social;Fundación Alandar;Fundación Alandar
1307;1307-1;1;Fundación Alberdi;Comunidad;Fundación;Organización social;Fundación Alberdi;Fundación Alberdi
1308;1308-1;1;Fundación Amanecer;Comunidad;Fundación;Organización social;Fundación Amanecer;Fundación Amanecer
1309;1309-1;1;Fundación Ambientalista Añangarecó Nderejhé;Comunidad;Fundación;Organización ambiental;Fundación Ambientalista Añangarecó Nderejhé;Fundación Ambientalista Añangarecó Nderejhé
1310;1310-1;1;FUNDACION AMBIENTE Y DESARROLLO SUSTENTABLE - F.A.D.E.S;Comunidad;Fundación;Organización ambiental;FUNDACION AMBIENTE Y DESARROLLO SUSTENTABLE - F.A.D.E.S;FUNDACION AMBIENTE Y DESARROLLO SUSTENTABLE - F.A.D.E.S
1311;1311-1;1;Fundación Arcoiris;Comunidad;Fundación;Organización vinculada a salud o discapacidad;Fundación Arcoiris;Fundación Arcoiris
1312;1312-1;1;Fundación ARGENINTA;Estado;Fundación;Asociación de apoyo empresario/productivo;Fundación ARGENINTA;Fundación ARGENINTA
1313;1313-1;1;Fundación ArgenINTA – Delegación Santa Fe;Comunidad;Fundación;;Fundación ArgenINTA – Delegación Santa Fe;Fundación ArgenINTA – Delegación Santa Fe
1314;1314-1;1;Fundación Argentina de Afasia Charlotte Schwarz;Comunidad;Fundación;Organización vinculada a salud o discapacidad;Fundación Argentina de Afasia Charlotte Schwarz;Fundación Argentina de Afasia Charlotte Schwarz
1315;1315-1;1;Fundación Banco de Alimentos;Comunidad;Fundación;Organización social;Fundación Banco de Alimentos;Fundación Banco de Alimentos
1316;1316-1;1;Fundación Baqueanos del Río;Comunidad;Fundación;Asociación turística;Fundación Baqueanos del Río;Fundación Baqueanos del Río
1317;1317-1;1;Fundación Barrera Zoofitosanitaria Patagónica - FUNBAPA;Comunidad;Fundación;?;Fundación Barrera Zoofitosanitaria Patagónica - FUNBAPA;Fundación Barrera Zoofitosanitaria Patagónica - FUNBAPA
1318;1318-1;1;Fundación Barrera Zoofitosanitaria Patagónica - FUNBAPA;Público-privado;Fundación;Asociación de apoyo empresario/productivo;Fundación Barrera Zoofitosanitaria Patagónica - FUNBAPA;Fundación Barrera Zoofitosanitaria Patagónica - FUNBAPA
1319;1319-1;1;Fundación Biosfera;Comunidad;Fundación;Organización ambiental;Fundación Biosfera;Fundación Biosfera
1320;1320-1;1;FUNDACION BUENA VIDA;Comunidad;Fundación;?;FUNDACION BUENA VIDA;FUNDACION BUENA VIDA
1321;1321-1;1;FUNDACION CEFERINO NAMUNCURA;Comunidad;Fundación;Organización educativa o académica;FUNDACION CEFERINO NAMUNCURA;FUNDACION CEFERINO NAMUNCURA
1322;1322-1;1;Fundación Centro de Desarrollo Tecnológico de la Industria de la Madera (Ce.De.Te.Ma);Comunidad;Fundación;Organismo CyT comunitario;Fundación Centro de Desarrollo Tecnológico de la Industria de la Madera (Ce.De.Te.Ma);Fundación Centro de Desarrollo Tecnológico de la Industria de la Madera (Ce.De.Te.Ma)
1323;1323-1;1;Fundacion Centro de Estudios Artisticos Gitane;Comunidad;Fundación;Organización cultural;Fundacion Centro de Estudios Artisticos Gitane;Fundacion Centro de Estudios Artisticos Gitane
1324;1324-1;1;Fundación Centro de Investigaciones para la Transformación (CENIT);Estado;Fundación;Asociación de apoyo a institución pública;Fundación Centro de Investigaciones para la Transformación (CENIT);Fundación Centro de Investigaciones para la Transformación (CENIT)
1325;1325-1;1;FUNDACION CIDETER;Comunidad;Fundación;Organismo CyT comunitario;FUNDACION CIDETER;FUNDACION CIDETER
1326;1326-1;1;Fundación Ciencias Exactas de la Universidad Nacional de La Plata;Estado;Fundación;Asociación de apoyo a institución pública;Fundación Ciencias Exactas de la Universidad Nacional de La Plata;Fundación Ciencias Exactas de la Universidad Nacional de La Plata
1327;1327-1;1;Fundación COLOBA (Coordinación Los Barrancos)– Los Triunfadores  (LT);Comunidad;Fundación;Organización social;Fundación COLOBA (Coordinación Los Barrancos)– Los Triunfadores  (LT);Fundación COLOBA (Coordinación Los Barrancos)– Los Triunfadores  (LT)
1328;1328-1;1;FUNDACION CON-CIENCIA TECNOLOGICA;Comunidad;Fundación;Otro;FUNDACION CON-CIENCIA TECNOLOGICA;FUNDACION CON-CIENCIA TECNOLOGICA
1329;1329-1;1;Fundación Concordia Argentina;Comunidad;Fundación;Organización religiosa;Fundación Concordia Argentina;Fundación Concordia Argentina
1330;1330-1;1;Fundación CRICYT;Estado;Fundación;Asociación de apoyo a institución pública;Fundación CRICYT;Fundación CRICYT
1331;1331-1;1;Fundación CRICYT;Estado;Fundación;Asociación de apoyo a institución pública;Fundación CRICYT;Fundación CRICYT
1332;1332-1;1;Fundación cultural de profesores y amigos de la escuela superior integral de lecheria de Villa Maria (FUNESIL);Comunidad;Fundación;Asociación de apoyo empresario/productivo;Fundación cultural de profesores y amigos de la escuela superior integral de lecheria de Villa Maria (FUNESIL);Fundación cultural de profesores y amigos de la escuela superior integral de lecheria de Villa Maria (FUNESIL)
1333;1333-1;1;Fundación de Equinoterapia San Juan;Comunidad;Fundación;?;Fundación de Equinoterapia San Juan;Fundación de Equinoterapia San Juan
1334;1334-1;1;Fundación de Estudios Regionales;Comunidad;Fundación;Organización social;Fundación de Estudios Regionales;Fundación de Estudios Regionales
1335;1335-1;1;Fundación de La Facultad de Ingeniería;Estado;Fundación;Asociación de apoyo a institución pública;Fundación de La Facultad de Ingeniería;Fundación de La Facultad de Ingeniería
1336;1336-2;3;Asociación Civil Pensar Igualdad;Comunidad;Asociación Civil;Organización social;Asociación Civil Pensar Igualdad;Asociación Civil Pensar Igualdad
1336;1336-3;3;Cooperativa de Trabajo No se Mancha Limitada;Comunidad;Cooperativa;Cooperativa de trabajo;Cooperativa de Trabajo No se Mancha Limitada;Cooperativa de Trabajo No se Mancha Limitada
