Identidades;identidad;nentidad;entidad;tipo1;tipo2;tipo3;tipo4;tipo5
0458;0458-2;2;Instituto Miguel Lillo;Estado;Fundación;Organismo CyT público;Fundación Miguel Lillo;Fundación Miguel Lillo
0458;0458-1;2;Catedra de Museología y museografía. Facultad de Cs Naturales - Universidad Nacional de Tucumán;Estado;Nacional;Universidad pública;UNT;UNT
0459;0459-1;1;Catedra de Produccion Lechera, Dpto. Producción Animal, FAcultad de Agronomía, Universidad de Buenos Aires.;Estado;Nacional;Universidad pública;UBA;UBA
0460;0460-1;4;Cátedra Libre de Soberanía Alimentaria - Universidad de Buenos Aires;Estado;Nacional;Universidad pública;UBA;UBA
0460;0460-3;4;Facultad de Arquitectura, Diseño y Urbanismo - Universidad de Buenos Aires;Estado;Nacional;Universidad pública;UBA;UBA
0460;0460-4;4;Seminario Interdisciplinario para la Urgencia Social SIUS - Universidad de Quilmes;Estado;Nacional;Universidad pública;UNQ;UNQ
0460;0460-2;4;Centro Universitario San Martín - Universidad de San Martín;Estado;Nacional;Universidad pública;UNSAM;UNSAM
0461;0461-1;1;Cátedra Libre de Soberanía Alimentaria - Universidad Nacional de la Plata;Estado;Nacional;Universidad pública;UNLP;UNLP
0462;0462-1;1;Catriel;Estado;Municipal;Municipio o comuna;Catriel;Catriel
0463;0463-1;1;Caucete;Estado;Municipal;Municipio o comuna;Caucete;Caucete
0464;0464-1;1;CAXI - Asociación para el Desarrollo Integral;Comunidad;Asociación;Organización social;CAXI - Asociación para el Desarrollo Integral;CAXI - Asociación para el Desarrollo Integral
0465;0465-1;2;CConFInES;Estado;Nacional;Organismo CyT público;Instituto CONICET/Universidad Pública;CCONFINES (CONICET, UNVM)
0465;0465-2;2;Instituto Académico Pedagógico de Ciencias Básicas y Aplicadas - Universidad Nacional de Villa María;Estado;Nacional;Universidad pública;UNVM;UNVM
0466;0466-1;2;CCT CONICET San Juan;Estado;Nacional;Organismo CyT público;CONICET;CCT San Juan (CONICET)
0466;0466-2;2;Estación Experimental Agropecuaria San Juan - INTA;Estado;Nacional;Organismo CyT público;INTA;INTA
0467;0467-1;1;CCT Córdoba CONICET;Estado;Nacional;Organismo CyT público;CONICET;CCT Córdoba (CONICET)
0468;0468-1;1;CCT Nordeste CONICET;Estado;Nacional;Organismo CyT público;CONICET;CCT Nordeste (CONICET)
0469;0469-1;1;CCT PATAGONIA NORTE CONICET;Estado;Nacional;Organismo CyT público;CONICET;CCT Patagonia Norte (CONICET)
0470;0470-1;1;Cecilia Baez;Privado;Persona física;Persona física;Cecilia Baez;Cecilia Baez
0471;0471-1;1;CEDIT (Comité Ejecutivo de Desarrollo e Innovación Tecnológica);Estado;Provincial;Gobierno provincial;Provincia de Misiones;CEDIT (Agencia Misionera de Innovación)
0472;0472-1;1;CEDITEC;Estado;Provincial;Gobierno provincial;Provincia de Misiones;CEDIT (Agencia Misionera de Innovación)
0473;0473-1;1;CENPAT- CONICET;Estado;Nacional;Organismo CyT público;CONICET;CCT CENPAT (CONICET)
0474;0474-1;1;Centenario;Estado;Municipal;Municipio o comuna;Centenario;Centenario
0475;0475-1;1;Centro Andino de Desarrollo, Investigación y Formación (CADIF) ;Comunidad;ONG;Organismo CyT comunitario;Centro Andino de Desarrollo, Investigación y Formación (CADIF) ;Centro Andino de Desarrollo, Investigación y Formación (CADIF) 
0476;0476-1;1;Centro Arturo Roberts- Subsecretaría de Desarrollo Social de la provincia del Chubut;Estado;Provincial;Gobierno provincial;Provinciad e Chubut;Chubut (Desarrollo Social)
0477;0477-2;2;Instituto de Ciencias de la Rehabilitación y el Movimiento, Facultad de Ciencias Exactas - Universidad Nacional del Centro de la Provincia de Buenos Aires;Estado;Nacional;Universidad pública;UNICEN;UNICEN
0477;0477-1;2;Centro Asistencial Universitario - Universidad Nacional de San Martín;Estado;Nacional;Universidad pública;UNSAM;UNSAM
0478;0478-1;1;Centro Asistencial Universitario-Instituto de Ciencias de la Rehabilitación - Universidad Nacional de San Martín;Estado;Nacional;Universidad pública;UNSAM;UNSAM
0479;0479-1;1;Centro Austral de Investigaciones Científicas – CADIC-CONICET;Estado;Nacional;Organismo CyT público;CONICET;CADIC (CONICET)
0480;0480-1;1;Centro Austral de Investigaciones Científicas – CADIC-CONICET;Estado;Nacional;Organismo CyT público;CONICET;CADIC (CONICET)
0481;0481-1;1;Centro Austral de Investigaciones Científicas – CADIC-CONICET;Estado;Nacional;Organismo CyT público;CONICET;CADIC (CONICET)
0482;0482-1;1;Centro Austral de Investigaciones Científicas – CADIC-CONICET;Estado;Nacional;Organismo CyT público;CONICET;CADIC (CONICET)
0483;0483-1;1;Centro Azucarero Regional Tucumán - CART;Comunidad;?;Organismo CyT comunitario;Centro Azucarero Regional Tucumán - CART;Centro Azucarero Regional Tucumán - CART
0484;0484-1;1;Centro Azucarero Regional Tucumán - CART;Comunidad;?;Organismo CyT comunitario;Centro Azucarero Regional Tucumán - CART;Centro Azucarero Regional Tucumán - CART
0485;0485-1;1;Centro Azucarero Regional Tucumán - CART;Comunidad;?;Organismo CyT comunitario;Centro Azucarero Regional Tucumán - CART;Centro Azucarero Regional Tucumán - CART
0486;0486-1;1;CENTRO CIENTÍFICO TECNOLÓGICO CCT CONICET - MENDOZA;Estado;Nacional;Organismo CyT público;CONICET;CCT Mendoza (CONICET)
0487;0487-1;1;Centro Científico Tecnológico CONICET NOA SUR;Estado;Nacional;Organismo CyT público;CONICET;CCT NOA Sur (CONICET)
0488;0488-1;1;CENTRO CIENTIFICO TECNOLOGICO CONICET-ROSARIO (CCT ROSARIO);Estado;Nacional;Organismo CyT público;CONICET;CCT Rosario (CONICET)
0489;0489-1;1;Centro Científico Tecnológico SaltaJujuy (CCT);Estado;Nacional;Organismo CyT público;CONICET;CCT Salta Jujuy (CONICET)
0490;0490-1;1;Centro Comunitario Los Pibes;Comunidad;?;Organización social;Centro Comunitario Los Pibes;Centro Comunitario Los Pibes
0491;0491-1;1;Centro Cultural El Conventillo;Comunidad;?;Organización cultural;Centro Cultural El Conventillo;Centro Cultural El Conventillo
0492;0492-1;1;Centro de Atención Primaria de la Salud (CAPS);Estado;Provincial;Organismo estatal;Provincia de Mendoza;Provincia de Mendoza
0493;0493-1;2;Centro de Comercialización de Productos de Agricultura Familiar Cooperativa de Provisión de Servicios Limitada;Comunidad;Cooperativa;Cooperativa de servicios;Centro de Comercialización de Productos de Agricultura Familiar Cooperativa de Provisión de Servicios Limitada;Centro de Comercialización de Productos de Agricultura Familiar Cooperativa de Provisión de Servicios Limitada
0493;0493-2;2;Cooperativa de Trabajo Alimentando;Comunidad;Cooperativa;Cooperativa de trabajo;Cooperativa de Trabajo Alimentando;Cooperativa de Trabajo Alimentando
0494;0494-1;1;Centro de Comercio y Turismo de Villa Cura Brochero;Comunidad;?;Cooperación empresaria o de productores;Centro de Comercio y Turismo de Villa Cura Brochero;Centro de Comercio y Turismo de Villa Cura Brochero
0495;0495-1;3;Centro de Desarrollo Foresto Industrial - CEDEFI;Comunidad;Fundación;Cooperación empresaria o de productores;Centro de Desarrollo Foresto Industrial - CEDEFI;Centro de Desarrollo Foresto Industrial - CEDEFI
0495;0495-2;3;INTA CONCORDIA;Estado;Nacional;Organismo CyT público;INTA;INTA
0495;0495-3;3;Universidad Nacional de Quilmes - Instituto de Estudios en Ciencia y Tecnología;Estado;Nacional;Universidad pública;UNQ;UNQ
0496;0496-1;1;Centro de desarrollo Viticola - INTA;Estado;Nacional;Organismo CyT público;INTA;INTA
0497;0497-1;1;Centro de Ecologia aplicada del Neuquén;Estado;Provincial;Organismo CyT público;Provincia de Neuquén;Centro de Ecología aplicada (Neuquén)
0498;0498-1;1;Centro de Estudios de Economía Social - FCPyS - Universidad Nacional de Cuyo;Estado;Nacional;Universidad pública;UNCU;UNCU
0499;0499-1;1;Centro de Estudios de la Economía Social - Universidad Nacional de Tres de Febrero;Estado;Nacional;Universidad pública;UNTREF;UNTREF
0500;0500-1;1;Centro de Estudios de la Economía Social - Universidad Nacional de Tres de Febrero;Estado;Nacional;Universidad pública;UNTREF;UNTREF
0501;0501-1;1;Centro de Estudios e Investigaciones Laborales - Consejo Nacional de Investigaciones Científicas y Técnicas;Estado;Nacional;Organismo CyT público;CONICET;CEIL (CONICET)
0502;0502-1;1;Centro de Estudios en Desarrollo, Ambiente y Salud de la Asociación Dolores Costa;Comunidad;Asociación;Organización social;Centro de Estudios en Desarrollo, Ambiente y Salud de la Asociación Dolores Costa;Centro de Estudios en Desarrollo, Ambiente y Salud de la Asociación Dolores Costa
0503;0503-1;1;Centro de Estudios Federales Asociación Civil;Comunidad;Asociación Civil;Organismo CyT comunitario;Centro de Estudios Federales Asociación Civil;Centro de Estudios Federales Asociación Civil
0504;0504-1;1;Centro de Estudios para la Promoción del Desarrollo Sustentable (CEPRODES);Comunidad;Asociación Civil;ONG;Centro de Estudios para la Promoción del Desarrollo Sustentable (CEPRODES);Centro de Estudios para la Promoción del Desarrollo Sustentable (CEPRODES)
0505;0505-1;1;Centro de Estudios Urbanos y Regionales (CEUR-CONICET);Estado;Nacional;Organismo CyT público;CONICET;CEUR (CONICET)
0506;0506-1;1;Centro de Excelencia en Productos y Procesos (CEPROCOR);Estado;Provincial;Organismo CyT público;Provincia de Córdoba;CEPROCOR (Córdoba)
0507;0507-1;1;Centro de Excelencia en Productos y Procesos (CEPROCOR);Estado;Provincial;Organismo CyT público;Provincia de Córdoba;CEPROCOR (Córdoba)
0508;0508-1;2;Centro de Excelencia en Productos y Procesos (CEPROCOR);Estado;Provincial;Organismo CyT público;Provincia de Córdoba;CEPROCOR (Córdoba)
0508;0508-2;2;Universidad Nacional de Córdoba (UNC: Dpto. de Cs. Farmacéuticas -Facultad de Cs. Químicas FCQ);Estado;Nacional;Universidad pública;UNC;UNC
0509;0509-1;2;Centro de excelencia en productos y procesos de Cordoba (CEPROCOR);Estado;Provincial;Organismo CyT público;Provincia de Córdoba;CEPROCOR (Córdoba)
0509;0509-2;2;Fundación cultural de profesores y amigos de la escuela superior integral de lecheria (FUNESIL);Comunidad;Fundación;Asociación de apoyo empresario/productivo;Fundación cultural de profesores y amigos de la escuela superior integral de lecheria de Villa Maria (FUNESIL);Fundación cultural de profesores y amigos de la escuela superior integral de lecheria de Villa Maria (FUNESIL)
0510;0510-1;1;Centro de formacion profesional n35.;Estado;Provincial;Institución educativa;Centro de formacion profesional n35.;Centro de formacion profesional n35.
0511;0511-1;1;Centro de Innovación de los Trabajadores (CITRA) - Centro de investigación de CONICET/UMET;Público-comunitario;Nacional;Organismo CyT público-comunitario;Instituto CONICET/institución comunitaria;CITRA (CONICET, UMET)
0512;0512-1;1;Centro de Investigación Científica y de Transferencia Tecnológica a la Producción (CICYTTP CONICET-Prov. ER-UADER);Estado;Interjurisdiccional;Organismo CyT público;Instituto CONICET/Provincia/Universidad Pública;CICYTTP (CONICET, Entre Ríos, UADER)
0513;0513-1;1;Centro de Investigación e Innovación Tecnológica - Universidad Nacional de Moreno;Estado;Nacional;Universidad pública;UNM;UNM
0514;0514-1;1;Centro de Investigación Veterinaria de Tandil (CIVETAN) (CONICET- CICPBA UNCPBA);Estado;Interjurisdiccional;Organismo CyT público;Instituto CONICET/Provincia/Universidad Pública;CIVETA (CONICET, CIC, UNICEN)
0515;0515-1;1;Centro de Investigación y asistencia tecnica a la industria Asociación Civil- CIATI AC;Comunidad;Asociación Civil;Organismo CyT comunitario;Centro de Investigación y asistencia tecnica a la industria Asociación Civil- CIATI AC;Centro de Investigación y asistencia tecnica a la industria Asociación Civil- CIATI AC
0516;0516-1;3;CENTRO DE INVESTIGACION Y DESARROLLO EN CIENCIAS APLICADAS DR. JORGE J. RONCO –CCT La Plata;Estado;Interjurisdiccional;Organismo CyT público;Instituto CONICET/Provincia/Universidad Pública;CINDECA (CONICET, CIC, UNLP)
0516;0516-3;3;Facultad de Ciencias Naturales y Museo de la Universidad Nacional de La Plata (FCNyM-UNLP);Estado;Nacional;Universidad pública;UNLP;UNLP
0516;0516-2;3;Unidad PlaPiMu Laseisic (UPL) CICPBA- Facultad de Ciencias Exactas UNLP;Estado;Interjurisdiccional;Organismo CyT público;UPL (CIC/UNLP);UPL (CIC/UNLP)
0517;0517-1;1;Centro de Investigación y Desarrollo en Diseño Industrial - Instituto Nacional de Tecnología Industrial;Estado;Nacional;Organismo CyT público;INTI;INTI
0518;0518-1;1;Centro de Investigación y Desarrollo en Mecánica - Instituto Nacional de Tecnología Industrial;Estado;Nacional;Organismo CyT público;INTI;INTI
0519;0519-1;1;Centro de Investigación y Desarrollo Forestal Andino Patagonico (CIEFAP);Estado;Interjurisdiccional;Organismo CyT público;CIEFAP;CIEFAP
0520;0520-1;2;Centro de Investigación y Desarrollo Tecnológico para la Agricultura Familiar del NOROESTE (CIPAF-NOA);Estado;Nacional;Organismo CyT público;INTA;INTA
0520;0520-2;2;Instituto Nacional de Tecnología Agropecuaria (INTA);Estado;Nacional;Organismo CyT público;INTA;INTA
0521;0521-1;1;Centro de Investigación y Desarrollo Textil - INTI;Estado;Nacional;Organismo CyT público;INTI;INTI
0522;0522-1;3;Centro de Investigación y Estudios sobre Cultura y Sociedad (CIECS)CONICET;Estado;Nacional;Organismo CyT público;Instituto CONICET/Universidad Pública;CIECS (CONICET, UNC)
0522;0522-2;3;INTA;Estado;Nacional;Organismo CyT público;INTA;INTA
0522;0522-3;3;Universidad Nacional de Rio Negro;Estado;Nacional;Universidad pública;UNRN;UNRN
0523;0523-1;1;Centro de Investigación y Extensión Forestal Andino Patagónico - CIEFAP;Estado;Interjurisdiccional;Organismo CyT público;CIEFAP;CIEFAP
0524;0524-1;1;Centro de Investigación y Extensión Forestal Andino Patagónico - CIEFAP;Estado;Interjurisdiccional;Organismo CyT público;CIEFAP;CIEFAP
0525;0525-1;1;Centro de Investigación y Extensión Forestal Andino Patagónico - CIEFAP;Estado;Interjurisdiccional;Organismo CyT público;CIEFAP;CIEFAP
0526;0526-1;1;Centro de Investigación y Extensión Forestal Andino Patagónico - CIEFAP;Estado;Interjurisdiccional;Organismo CyT público;CIEFAP;CIEFAP
0527;0527-3;3;Cátedra Libre de Agroecología y Soberanía Alimentaria;Comunidad;?;Organización educativa;Cátedra Libre de Agroecología y Soberanía Alimentaria;Cátedra Libre de Agroecología y Soberanía Alimentaria
0527;0527-1;3;Centro de Investigación y Extensión Forestal Andino Patagónico (CIEFAP);Estado;Interjurisdiccional;Organismo CyT público;CIEFAP;CIEFAP
0527;0527-2;3;Extensión ForestalUniversidad Nacional de la Patagonia San Juan Bosco (UNPSJB);Estado;Nacional;Universidad pública;UNP;UNP
0528;0528-1;1;Centro de Investigación y Tecnología del Cuero (CITEC) - Universidad Nacional de La Plata;Estado;Nacional;Universidad pública;UNLP;UNLP
0529;0529-1;2;Centro de Investigacion y Transferencia de Santiago del Estero (CITSE);Estado;Nacional;Organismo CyT público;Instituto CONICET/Universidad Pública;CITSE (CONICET, UNSE)
0529;0529-2;2;Forres Beltran SA;Privado;Empresa privada;SA;Frigorífico Forres – Beltrán S.A;Frigorífico Forres – Beltrán S.A
0530;0530-1;1;Centro de Investigación, Desarrollo e Innovación en Diseño Industrial - Universidad Nacional de Lanús;Estado;Nacional;Universidad pública;UNLA;UNLA
0531;0531-1;1;Centro de Investigaciones Científicas y de Transferencia de Tecnología a la Producción - CONICET;Estado;Interjurisdiccional;Organismo CyT público;Instituto CONICET/Provincia/Universidad Pública;CICYTTP (CONICET, Entre Ríos, UADER)
0532;0532-1;1;Centro de investigaciones científicas y transferencia de tecnología a la producción (CONICET Diamante);Estado;Interjurisdiccional;Organismo CyT público;Instituto CONICET/Provincia/Universidad Pública;CICYTTP (CONICET, Entre Ríos, UADER)
0533;0533-1;1;Centro de Investigaciones en Mediatizaciones (CIM);Estado;Nacional;Universidad pública;UNR;UNR
0534;0534-1;1;Centro de Investigaciones en Tecnologías de Pinturas (CIDEPINT - CONICET);Estado;Interjurisdiccional;Organismo CyT público;Instituto CONICET/Provincia/Universidad Pública;CIDEPINT (CONICET, CIC, UNLP)
0535;0535-1;1;Centro de Investigaciones y Estudios sobre Cultura y Sociedad CIECS-CONICET-UNC;Estado;Nacional;Organismo CyT público;Instituto CONICET/Universidad Pública;CIECS (CONICET, UNC)
0536;0536-1;1;Centro de Investigaciones y Estudios sobre Cultura y Sociedad CIECS-CONICET-UNC;Estado;Nacional;Organismo CyT público;Instituto CONICET/Universidad Pública;CIECS (CONICET, UNC)
0537;0537-1;2;Centro de Investigaciones y Estudios sobre Cultura y Sociedad CIECS-CONICET-UNC;Estado;Nacional;Organismo CyT público;Instituto CONICET/Universidad Pública;CIECS (CONICET, UNC)
0537;0537-2;2;Agencia de Extensión Rural Ushuaia - INTA;Estado;Nacional;Organismo CyT público;INTA;INTA
0538;0538-4;4;CCT CONICET CORDOBA;Estado;Nacional;Organismo CyT público;CONICET;CCT Córdoba (CONICET)
0538;0538-1;4;Centro de Investigaciones y Estudios sobre Cultura y Sociedad CIECS-CONICET-UNC;Estado;Nacional;Organismo CyT público;Instituto CONICET/Universidad Pública;CIECS (CONICET, UNC)
0538;0538-3;4;INNOVAT;Estado;Fundación;UVT;INNOVAT;INNOVAT
0538;0538-2;4;Unidad de Vinculación Tecnológica. UVT Conicet Córdoba;Estado;Nacional;Organismo CyT público;CONICET;UVT Córdoba (CONICET)
0539;0539-1;2;Centro de Investigaciones y Estudios sobre Cultura y Sociedad CIECS-CONICET-UNC;Estado;Nacional;Organismo CyT público;Instituto CONICET/Universidad Pública;CIECS (CONICET, UNC)
0539;0539-2;2;INTI;Estado;Nacional;Organismo CyT público;INTI;INTI
0540;0540-1;1;Centro de Investigaciones y Transferencia de Formosa (CIT-FORMOSA);Estado;Interjurisdiccional;Organismo CyT público;Instituto CONICET/Provincia/Universidad Pública;CIT FORMOSA
0541;0541-1;1;Centro de Investigaciones y Transferencia de Catamarca -CITCa CONICET/ UNCa;Estado;Nacional;Organismo CyT público;Instituto CONICET/Universidad Pública;CITCA (CONICET, UNCA)
0542;0542-1;1;Centro de Investigaciones y Transferencia de Formosa (CIT-FORMOSA);Estado;Interjurisdiccional;Organismo CyT público;Instituto CONICET/Provincia/Universidad Pública;CIT FORMOSA
0543;0543-1;2;Centro de invstigación en zoonosis y enfermedades que afecten la producción ganadera;Público-comunitario;Nacional;Organismo CyT público;CONICET y otras instituciones;CEVHAN (CONICET, UAI)
0543;0543-2;2;Tecnovax SA;Privado;Empresa privada;SA;Tecnovax SA;Tecnovax SA
0544;0544-1;1;Centro de la Región Semiarida - Instituto Nacional del Agua (CIRSA-INA);Estado;Nacional;Organismo CyT público;INA;INA
0545;0545-1;1;Centro de las Energias , Ciencia y Sociedad (Asociación Civil) ;Público-privado;Asociación Civil;Organismo CyT comunitario;Centro de las Energias , Ciencia y Sociedad (Asociación Civil) ;Centro de las Energias , Ciencia y Sociedad (Asociación Civil) 
0546;0546-1;1;Centro de Maquinado Metalúrgico SRL;Privado;Empresa privada;SRL;Centro de Maquinado Metalúrgico SRL;Centro de Maquinado Metalúrgico SRL
0547;0547-1;2;Centro de Mujeres Clorindenses;Comunidad;Asociación Civil;Organización social;Centro de Mujeres Clorindenses;Centro de Mujeres Clorindenses
0547;0547-2;2;Banco Popular de la Bueno Fe;Estado;Nacional;Organismo nacional;Ministerio de Desarrollo Social;Ministerio de Desarrollo Social
0548;0548-3;4;Asoc. Abuela Naturaleza;Comunidad;Asociación;;Asoc. Abuela Naturaleza;Asoc. Abuela Naturaleza
0548;0548-1;4;Centro de Reciclado y Ecología Urbana - ARCA ONG;Comunidad;ONG;;Centro de Reciclado y Ecología Urbana - ARCA ONG;Centro de Reciclado y Ecología Urbana - ARCA ONG
0548;0548-2;4;Comunidad Educativa Creciendo Juntos;Comunidad;;;Comunidad Educativa Creciendo Juntos;Comunidad Educativa Creciendo Juntos
0548;0548-4;4;Cooperativa Las Madreselvas;Comunidad;Cooperativa;;Cooperativa Las Madreselvas;Cooperativa Las Madreselvas
0549;0549-1;1;CENTRO DE RECURSOS NATURALES RENOVABLES DE LA ZONA SEMIARIDCERZOZ(UNS-CONICET);Estado;Nacional;Organismo CyT público;Instituto CONICET/Universidad Pública;CERZOS (CONICET, UNS)
0550;0550-1;1;Centro de Servicios y Acción con la Comunidad - Universidad Nacional General Sarmiento;Estado;Nacional;Universidad pública;UNGS;UNGS
0551;0551-1;1;Centro de Tecnología para la salud y la Discapacidad - INTI;Estado;Nacional;Organismo CyT público;INTI;INTI
0552;0552-1;1;Centro de Validación de Misión Tacaagle - (Ce. De. Va.);Estado;Provincial;Organismo CyT público;Provincia de Formosa;CeDeVa (Formosa)
0553;0553-1;1;Centro Educativo y de Formación Laboral. Dr. Manuel Belgrano (Ministerio de Educación);Estado;Provincial;Institución educativa;Centro Educativo y de Formación Laboral. Dr. Manuel Belgrano (Ministerio de Educación);Centro Educativo y de Formación Laboral. Dr. Manuel Belgrano (Ministerio de Educación)
0554;0554-1;2;Centro Experimental de la Producción Arquitectura y Tecnología apropiadas a la Emergencia (CEP ATAE);Estado;Nacional;Universidad pública;UBA;UBA
0554;0554-2;2;Facultad de Arquitectura Diseño y Urbanismo - Universidad de Buenos Aires;Estado;Nacional;Universidad pública;UBA;UBA
0555;0555-1;1;Centro Integral Bilingüe de Educación de Sordos.;Comunidad;?;Institución educativa;Centro Integral Bilingüe de Educación de Sordos.;Centro Integral Bilingüe de Educación de Sordos.
0556;0556-1;1;Centro INTI Formosa;Estado;Nacional;Organismo CyT público;INTI;INTI
0557;0557-1;2;Centro INTI La Rioja (Instituto Nacional de Tecnología Industrial);Estado;Nacional;Organismo CyT público;INTI;INTI
0558;0558-1;1;Centro INTI Mendoza, Extensión Territorial y Diseño Industrial - INTI;Estado;Nacional;Organismo CyT público;INTI;INTI
0559;0559-1;1;Centro Nacional Patagónico - CONICET;Estado;Nacional;Organismo CyT público;CONICET;CCT CENPAT (CONICET)
0560;0560-1;1;Centro Olavarriense de Rehabilitación Parálisis Infantil CORPI;Comunidad;?;Organización vinculada a salud o discapacidad;Centro Olavarriense de Rehabilitación Parálisis Infantil CORPI;Centro Olavarriense de Rehabilitación Parálisis Infantil CORPI
0561;0561-1;1;Centro para el Estudio de los Sistemas Marinos (CESIMAR-CONICET);Estado;Nacional;Organismo CyT público;CONICET;CESIMAR (CONICET)
0562;0562-1;1;Centro para el Estudio de los Sistemas Marinos (CESIMAR-CONICET);Estado;Nacional;Organismo CyT público;CONICET;CESIMAR (CONICET)
0563;0563-1;1;Centro para el Estudio de los Sistemas Marinos (CESIMAR-CONICET);Estado;Nacional;Organismo CyT público;CONICET;CESIMAR (CONICET)
0564;0564-1;1;Centro Pyme ADENEU;Estado;Provincial;Asociación de apoyo empresario/productivo;Centro Pyme ADENEU (Agencia de Desarrollo Económico del Neuquén);Centro Pyme ADENEU (Agencia de Desarrollo Económico del Neuquén)
0565;0565-1;1;Centro Pyme ADENEU;Estado;Provincial;Asociación de apoyo empresario/productivo;Centro Pyme ADENEU (Agencia de Desarrollo Económico del Neuquén);Centro Pyme ADENEU (Agencia de Desarrollo Económico del Neuquén)
0566;0566-1;1;Centro Pyme ADENEU;Estado;Provincial;Asociación de apoyo empresario/productivo;Centro Pyme ADENEU (Agencia de Desarrollo Económico del Neuquén);Centro Pyme ADENEU (Agencia de Desarrollo Económico del Neuquén)
0567;0567-2;2;Agencia de Extensión Rural Córdoba - INTA;Estado;Nacional;Organismo CyT público;INTA;INTA
0567;0567-1;2;Centro Regional Córdoba - Instituto Nacional de Tecnología Industrial;Estado;Nacional;Organismo CyT público;INTI;INTI
0568;0568-1;1;Centro Regional de Investigaciones Científicas y Transferencias Tecnológicas (CRILAR-CONICET);Estado;Interjurisdiccional;Organismo CyT público;Instituto CONICET/Provincia/Universidad Pública/SEGEMAR;CRILAR (CONICET, La Rioja, SEGEMAR, UNCA, UNLAR)
0569;0569-1;1;Centro Regional de Investigaciones Científicas y Transferencias Tecnológicas (CRILAR-CONICET);Estado;Interjurisdiccional;Organismo CyT público;Instituto CONICET/Provincia/Universidad Pública/SEGEMAR;CRILAR (CONICET, La Rioja, SEGEMAR, UNCA, UNLAR)
0570;0570-1;1;Centro Regional de Investigaciones Científicas y Transferencias Tecnológicas (CRILAR-CONICET);Estado;Interjurisdiccional;Organismo CyT público;Instituto CONICET/Provincia/Universidad Pública/SEGEMAR;CRILAR (CONICET, La Rioja, SEGEMAR, UNCA, UNLAR)
0571;0571-1;1;Centro Regional de Investigaciones Científicas y Transferencias Tecnológicas (CRILAR-CONICET);Estado;Interjurisdiccional;Organismo CyT público;Instituto CONICET/Provincia/Universidad Pública/SEGEMAR;CRILAR (CONICET, La Rioja, SEGEMAR, UNCA, UNLAR)
0572;0572-1;1;Centro Regional Mza-San Juan - Estación Experimental Agropecuaria Mendoza, Agencia de Extensión Rural Guaymallén - INTA;Estado;Nacional;Organismo CyT público;INTA;INTA
0573;0573-1;1;Centro Regional Reconquista - INTA;Estado;Nacional;Organismo CyT público;INTA;INTA
0574;0574-1;1;Centro Salta - Instituto Nacional de Tecnología Industrial;Estado;Nacional;Organismo CyT público;INTI;INTI
0575;0575-2;2;Cámara de Industriales Metalúrgicos y Componentes de Córdoba.;Comunidad;Cámara;;Cámara de Industriales Metalúrgicos y Componentes de Córdoba.;Cámara de Industriales Metalúrgicos y Componentes de Córdoba.
0575;0575-1;2;Centro Tecnológico de Arteaga;Comunidad;Fundación;Asociación de apoyo empresario/productivo;Centro Tecnológico de Arteaga;Centro Tecnológico de Arteaga
0576;0576-1;1;Centro Tecnologico Integrado para la Innovación Agroalimentaria;Estado;Nacional;Universidad pública;UNF;UNF
0577;0577-1;1;Centro Vecinal de la localidad de Bárcena (Departamento Tumbaya Jujuy);Comunidad;Centro vecinal;Organización vecinal;Centro Vecinal de la localidad de Bárcena (Departamento Tumbaya Jujuy);Centro Vecinal de la localidad de Bárcena (Departamento Tumbaya Jujuy)
0578;0578-1;1;CENTRO VECINAL DEL DISTRITO DE COCTACA Y ACHICOTE-HUMAHUACA;Comunidad;?;Organización vecinal;CENTRO VECINAL DEL DISTRITO DE COCTACA Y ACHICOTE-HUMAHUACA;CENTRO VECINAL DEL DISTRITO DE COCTACA Y ACHICOTE-HUMAHUACA
0579;0579-1;1;Centro Vecinal La Junta;Comunidad;?;Organización vecinal;Centro Vecinal La Junta;Centro Vecinal La Junta
0580;0580-1;1;CENTRO VECINAL LOS BORDOS;Comunidad;Centro vecinal;Organización vecinal;CENTRO VECINAL LOS BORDOS;CENTRO VECINAL LOS BORDOS
0581;0581-1;1;CEPROCOR;Estado;Provincial;Organismo CyT público;Provincia de Córdoba;CEPROCOR (Córdoba)
0582;0582-1;1;CEPROCOR;Estado;Provincial;Organismo CyT público;Provincia de Córdoba;CEPROCOR (Córdoba)
0583;0583-2;2;Aguas Cordobesas SA;Privado;Empresa privada;SA;Aguas Cordobesas SA;Aguas Cordobesas SA
0583;0583-1;2;CEPROCOR;Estado;Provincial;Organismo CyT público;Provincia de Córdoba;CEPROCOR (Córdoba)
0584;0584-1;1;Ceras San Juan SA;Privado;Empresa privada;SA;Ceras San Juan SA;Ceras San Juan SA
0585;0585-1;1;CERELA;Estado;Nacional;Organismo CyT público;CONICET;CERELA (CONICET, FECIC, FML) https://fecic.org.ar/institucional/resena-historica/
0586;0586-1;1;Cerrito;Estado;Municipal;Municipio o comuna;Cerrito;Cerrito
0587;0587-1;3;Cervecería Blest (Bariloche);Privado;Empresa privada;Otro;Cervecería Berlina (Bariloche);Cervecería Berlina (Bariloche)
0587;0587-2;3;Cervecería Berlina (Bariloche);Privado;Empresa privada;Otro;Cervecería Berlina (Bariloche);Cervecería Berlina (Bariloche)
