Identidades;identidad;nentidad;entidad;tipo1;tipo2;tipo3;tipo4;tipo5;tipoentidad;Idproyecto;año;fondo;instrumento;provincia;titulo;areatematicanormalizada;montorealxproyecto;montorealxpentidad;pentidad
1534;1534-2;8;Bioceres SA;Privado;Empresa privada;SA;Bioceres SA;Bioceres SA;beneficiario;3477;2010;FONARSEC;FS BIO;;Desarrollo de Pasturas transgénicas comerciales con tolerancia a estreses bióticos y ;Biotecnología; $ 7,956,474 ; $ 994,559 ;8
1534;1534-3;8;Bioceres Semillas SA;Privado;Empresa privada;SA;Bioceres Semillas SA;Bioceres Semillas SA;beneficiario;3477;2010;FONARSEC;FS BIO;;Desarrollo de Pasturas transgénicas comerciales con tolerancia a estreses bióticos y ;Biotecnología; $ 7,956,474 ; $ 994,559 ;8
1534;1534-4;8;Produsem SA;Privado;Empresa privada;SA;Produsem SA;Produsem SA;beneficiario;3477;2010;FONARSEC;FS BIO;;Desarrollo de Pasturas transgénicas comerciales con tolerancia a estreses bióticos y ;Biotecnología; $ 7,956,474 ; $ 994,559 ;8
1534;1534-5;8;Kiñewen;Privado;Empresa privada;SA;Kiñewen;Kiñewen;beneficiario;3477;2010;FONARSEC;FS BIO;;Desarrollo de Pasturas transgénicas comerciales con tolerancia a estreses bióticos y ;Biotecnología; $ 7,956,474 ; $ 994,559 ;8
1534;1534-6;8;Rizobacter Argentina SA;Privado;Empresa privada;SA;Rizobacter Argentina SA;Rizobacter Argentina SA;beneficiario;3477;2010;FONARSEC;FS BIO;;Desarrollo de Pasturas transgénicas comerciales con tolerancia a estreses bióticos y ;Biotecnología; $ 7,956,474 ; $ 994,559 ;8
1534;1534-7;8;Satus Ager;Privado;Empresa privada;SA;Satus Ager;Satus Ager;beneficiario;3477;2010;FONARSEC;FS BIO;;Desarrollo de Pasturas transgénicas comerciales con tolerancia a estreses bióticos y ;Biotecnología; $ 7,956,474 ; $ 994,559 ;8
1534;1534-8;8;Consejo Nacional de Investigaciones Científicas y Técnicas;Estado;Nacional;Organismo CyT público;CONICET;CONICET;beneficiario;3477;2010;FONARSEC;FS BIO;;Desarrollo de Pasturas transgénicas comerciales con tolerancia a estreses bióticos y ;Biotecnología; $ 7,956,474 ; $ 994,559 ;8
1535;1535-1;1;Independencia;Estado;Municipal;Municipio o comuna;Independencia;Independencia;beneficiario;331;2016;COFECyT;DETEM VECTORES ;LA RIOJA;Control de proliferación de vinchuca (Triatoma infestans) mediante incorporacion de innovaciones y buenas prácticas en unidades de producción familiar caprinas;Salud; $ 80,838 ; $ 40,419 ;2
1536;1536-1;1;Industriales Madereros Federación Entre Ríos - IMFER;Comunidad;Cámara;Cooperación empresaria o de productores;Industriales Madereros Federación Entre Ríos - IMFER;Industriales Madereros Federación Entre Ríos - IMFER;beneficiario;955;2008;COFECyT;ESPRO ;ENTRE RÍOS;Mejora de la capacidad de secado de la madera de eucaliptos para la provisión de la madera de calidad mejorada para la elaboracion de productos de mayor valor agregado;Desarrollo productivo regional; $ 300,000 ; $ 150,000 ;2
1537;1537-1;1;Industriales Madereros Federación Entre Ríos - IMFER;Comunidad;Cámara;Cooperación empresaria o de productores;Industriales Madereros Federación Entre Ríos - IMFER;Industriales Madereros Federación Entre Ríos - IMFER;beneficiario;797;2007;COFECyT;ESPRO ;ENTRE RÍOS;Mejora de la capacidad de secado de madera de Eucaliptos para la provisión de madera de calidad mejorada para la elaboración de productos de mayor valor agregado.;Desarrollo productivo regional; $ 246,342 ; $ 123,171 ;2
1538;1538-1;1;INECOA;Estado;Nacional;Organismo CyT público;Instituto CONICET/Universidad Pública;INECOA (CONICET, UNJu);beneficiario;2302;2022;COFECyT;PFI ;JUJUY;Optimización del tamizaje prenatal temprano de Toxoplasmosis Aguda en mujeres embarazadas e implementación de herramientas geoespaciales para identificar determinantes que contribuyen a su incidencia en contextos vulnerables de Jujuy;Desarrollo local; $ 155,899 ; $ 77,949 ;2
1539;1539-1;1;Ines Beatriz Galindez;Privado;Persona física;Persona física;Ines Beatriz Galindez;Ines Beatriz Galindez;beneficiario;34;2008;COFECyT;ASETUR;CATAMARCA;"Sitio cultural y arqueológico ""La Aguada"" (Parque temático) ";Turismo; $ 115,710 ; $ 57,855 ;2
1542;1542-1;1;Ingeniería Ambiental - Universidad Nacional de Salta;Estado;Nacional;Universidad pública;UNSA;UNSA;otraentidad;2834;2017;Programa Nacional de Tecnologías para la Inclusión Social;PROCODAS;SALTA;Optimización del proceso de secado de máscaras Chané a través de captación pasiva de energía solar.;Desarrollo productivo ; $ 15,736 ; $ 7,868 ;2
1543;1543-1;2;Ingeniería y Computación SA;Privado;Empresa privada;SA;Ingeniería y Computación SA;Ingeniería y Computación SA;beneficiario;3469;2014;FONARSEC;FITS Y FTS;;Conversión y Transformación de Energía Inteligente y herramientas de Gestión para modernas Redes de Distribución;Energía; $ 6,539,926 ; $ 3,269,963 ;2
1543;1543-2;2;UTN;Estado;Nacional;Universidad pública;UTN;UTN;beneficiario;3469;2014;FONARSEC;FITS Y FTS;;Conversión y Transformación de Energía Inteligente y herramientas de Gestión para modernas Redes de Distribución;Energía; $ 6,539,926 ; $ 3,269,963 ;2
1544;1544-1;1;Ingeniero Huergo;Estado;Municipal;Municipio o comuna;Ingeniero Huergo;Ingeniero Huergo;beneficiario;570;2009;COFECyT;DETEM ;RÍO NEGRO;Plan de seguridad ciudadana - Instalación cámaras de video en vía pública ;Desarrollo local; $ 83,595 ; $ 41,798 ;2
1545;1545-1;1;Ingeniero Jacobacci;Estado;Municipal;Municipio o comuna;Ingeniero Jacobacci;Ingeniero Jacobacci;beneficiario;539;2008;COFECyT;DETEM ;RÍO NEGRO;Trazabilidad de prendas artesanales realizadas en lana y mohair, destacando la identidad de los pueblos originarios y la producción de textiles;Desarrollo local; $ 103,800 ; $ 51,900 ;2
1546;1546-1;1;Ingeniero Luiggi;Estado;Municipal;Municipio o comuna;Ingeniero Luiggi;Ingeniero Luiggi;beneficiario;497;2011;COFECyT;DETEM ;LA PAMPA;Proyecto Municipal para la Gestión Integral de los Residuos Sólidos Urbanos ;Desarrollo local; $ 115,600 ; $ 57,800 ;2
1547;1547-1;1;Ingenio y refineria San Martín del Tabacal SRL;Privado;Empresa privada;SRL;Ingenio y Refinería San Martin del Tabacal S.R.L.;Ingenio y Refinería San Martin del Tabacal S.R.L.;beneficiario;1661;2008;COFECyT;PFIP ;SALTA;Producción de biogas y biofertilizantes como nuevos productos de la industria Alco-azucarera;Desarrollo productivo local; $ 299,600 ; $ 149,800 ;2
1548;1548-1;1;IngProAr Consultora (Ingeniería de Procesos Argentina);Privado;Empresa privada;Otro;IngProAr Consultora (Ingeniería de Procesos Argentina);IngProAr Consultora (Ingeniería de Procesos Argentina);beneficiario;1313;2005;COFECyT;PFIP ;JUJUY;Desarrollo de un sistema para la toma de decisión en el manejo de cuencas en la Quebrada de Humahuaca;Desarrollo productivo local; $ 78,903 ; $ 39,451 ;2
1549;1549-1;3;INIBIOMA;Estado;Nacional;Organismo CyT público;Instituto CONICET/Universidad Pública;INIBIOMA (CONICET, UNCo);otraentidad;2724;2015;Programa Nacional de Tecnologías para la Inclusión Social;PROCODAS;RÍO NEGRO;Relevamiento y generación de procesos y productos para la elaboración de aislantes térmicos a partir de fibras de origen animal de bajo valor de mercado. Región sur. Rio Negro.;Hábitat Social; $ 14,767 ; $ 3,692 ;4
1549;1549-2;3;UNCo;Estado;Nacional;Universidad pública;UNCO;UNCO;otraentidad;2724;2015;Programa Nacional de Tecnologías para la Inclusión Social;PROCODAS;RÍO NEGRO;Relevamiento y generación de procesos y productos para la elaboración de aislantes térmicos a partir de fibras de origen animal de bajo valor de mercado. Región sur. Rio Negro.;Hábitat Social; $ 14,767 ; $ 3,692 ;4
1549;1549-3;3;CONICET;Estado;Nacional;Organismo CyT público;CONICET;CONICET;otraentidad;2724;2015;Programa Nacional de Tecnologías para la Inclusión Social;PROCODAS;RÍO NEGRO;Relevamiento y generación de procesos y productos para la elaboración de aislantes térmicos a partir de fibras de origen animal de bajo valor de mercado. Región sur. Rio Negro.;Hábitat Social; $ 14,767 ; $ 3,692 ;4
1550;1550-1;1;INIPTA;Estado;Nacional;Organismo CyT público;Instituto CONICET/Universidad Pública;INIPTA (CONICET, UNCAUS);beneficiario;2247;2022;COFECyT;PFI ;CHACO;Producción de nanomateriales a partir de la abundante biomasa del CHACO;Desarrollo local; $ 217,479 ; $ 108,739 ;2
1551;1551-1;1;INMeT - ANLIS - Malbrán;Estado;Nacional;Organismo CyT público;ANLIS Malbrán;ANLIS Malbrán;beneficiario;2330;2022;COFECyT;PFI ;MENDOZA;Producción de plantas de ajo de sanidad controlada ;Desarrollo local; $ 148,237 ; $ 74,119 ;2
1552;1552-1;1;INNOVAT- Unidad de Vinculación Tecnológica de Conicet;Estado;Fundación;UVT;INNOVAT;INNOVAT;beneficiario;3031;2014;Programa Nacional de Tecnologías para la Inclusión Social;PAD;CÓRDOBA;Diseño interactoral innovativo de procesos de desarrollo tecnológico para la producción de hábitat como instrumento de articulación entre el Estado y las distintas Unidades Productivas de la cadena de valor del sector forestal (en base a pino ponderosa) en la región cordillerana y precordillerana de la Patagonia. Caso: Bariloche.;Diseño; $ 16,347 ; $ 8,174 ;2
1553;1553-1;1;Innovatec;Comunidad;?;?;Innovatec;Innovatec;beneficiario;1168;2004;COFECyT;PFIP ;BUENOS AIRES;Desarrollo de un irradiador láser y sus accesorios para el tratamiento de lasa lesiones por el papillomavirus humano;Desarrollo productivo local; $ 186,522 ; $ 93,261 ;2
1554;1554-1;1;INPROAL SRL;Privado;Empresa privada;SRL;INPROAL SRL;INPROAL SRL;beneficiario;966;2016;COFECyT;ESPRO ;CÓRDOBA;"ARGENUT, ""SUPLEMENTO NUTRICIONAL A BASE DE MANÍ"". ";Desarrollo productivo regional; $ 149,626 ; $ 74,813 ;2
1555;1555-1;1;Institución Politécnico Formosa;Estado;Provincial;Institución educativa;Provincia de Formosa;Instituto Politécnico Formosa;beneficiario;3257;2023;COFECyT;PFI;FORMOSA;Producción en invernadero PCT&I: Equipamiento para producción e investigaciónde cultivos de interés agronómico.;Desarrollo local; $ 74,663 ; $ 37,332 ;2
1556;1556-1;1;Institución Salesiana;Comunidad;Asociación Civil;Institución educativa;Institución Salesiana;Institución Salesiana;beneficiario;182;2011;COFECyT;ASETUR;TIERRA DEL FUEGO;"Puesta en valor del museo e instalaciones de la antigua Misión Salesiana ""Nuestra Señora de la Candelaria"" de Río Grande, Tierra del Fuego y creación de un plan de manejo orientado a ofrecer contenidos educativos no formales y turísticos para la región";Turismo; $ 139,499 ; $ 69,750 ;2
1557;1557-1;1;Institución Salesiana San Francisco Javier;Comunidad;Asociación Civil;Institución educativa;Institución Salesiana;Institución Salesiana;beneficiario;2754;2016;Programa Nacional de Tecnologías para la Inclusión Social;PROCODAS;RÍO NEGRO;Fabricación de máquina prensa de ladrillos de tipo suelo-cemento.;Hábitat Social; $ 11,828 ; $ 5,914 ;2
1558;1558-1;1;Instituto Académico Pedagógico de Ciencias Básicas y Aplicadas - Universidad Nacional de Villa María;Estado;Nacional;Universidad pública;UNVM;UNVM;otraentidad;2842;2018;Programa Nacional de Tecnologías para la Inclusión Social;PROCODAS;CÓRDOBA;Intensificación de la agricultura campesina, energías renovables, acopio de agua y riego localizado, insumos agroecológicos, sistemas de comercialización comunitarios.;Agricultura familiar; $ 30,152 ; $ 10,051 ;3
1559;1559-1;3;Instituto Académico Pedagógico de Ciencias Sociales - Universidad Nacional Villa María-CONICET;Estado;Nacional;Universidad pública;UNVM;UNVM;otraentidad;2827;2017;Programa Nacional de Tecnologías para la Inclusión Social;PROCODAS;CÓRDOBA;Innovación para la transformación de cáscaras de maní en placas de aglomerado por cooperativas.;Desarrollo productivo ; $ 15,736 ; $ 3,934 ;4
1559;1559-2;3;Centro de Investigación y Transferencia de Villa María, Regional Villa María;Estado;Nacional;Organismo CyT público;Instituto CONICET/Universidad Pública;CIT VILLA MARÍA (CONICET, UNVM);otraentidad;2827;2017;Programa Nacional de Tecnologías para la Inclusión Social;PROCODAS;CÓRDOBA;Innovación para la transformación de cáscaras de maní en placas de aglomerado por cooperativas.;Desarrollo productivo ; $ 15,736 ; $ 3,934 ;4
1559;1559-3;3;Universidad Tecnológica Nacional, Grupo de estudio en calidad en mecatrónica;Estado;Nacional;Universidad pública;UTN;UTN;otraentidad;2827;2017;Programa Nacional de Tecnologías para la Inclusión Social;PROCODAS;CÓRDOBA;Innovación para la transformación de cáscaras de maní en placas de aglomerado por cooperativas.;Desarrollo productivo ; $ 15,736 ; $ 3,934 ;4
1560;1560-1;1;INSTITUTO ARGENTINO DE NIVOLOGIA, GLACIOLOGIA Y CIENCIAS AMBIENTALES - IANIGLIA;Estado;Interjurisdiccional;Organismo CyT público;Instituto CONICET/Provincia/Universidad Pública;IANIGLA (CONICET, UNCU, Mendoza);beneficiario;2150;2021;COFECyT;PFI ;MENDOZA;Servicio de análisis de fallas de piezas mecánicas mediante microscopía electrónica de barrido;Desarrollo local; $ 68,646 ; $ 34,323 ;2
1561;1561-1;3;Instituto Argentino de Veterinaria, Ambiente y Salud (IAVAS) Universidad Juan Agustín Maza (UMaza);Comunidad;Sociedad civil;Universidad privada;Universidad Juan Agustín Maza;Universidad Juan Agustín Maza;otraentidad;3150;2023;Programa Nacional de Tecnologías para la Inclusión Social;PEIS;BUENOS AIRES;Desarrollo de apósitos de membrana amniótica humana en el tratamiento de pacientes con heridas crónicas complejas ;Salud y discapacidad ; $ 79,570 ; $ 19,893 ;4
1561;1561-2;3;IIFP INSTITUTO DE ESTUDIOS INMUNOLOGICOS Y FISIOPATOLOGICOS - CCT LA PLATA;Estado;Nacional;Organismo CyT público;Instituto CONICET/Universidad Pública;IIFP (CONICET, UNLP);otraentidad;3150;2023;Programa Nacional de Tecnologías para la Inclusión Social;PEIS;BUENOS AIRES;Desarrollo de apósitos de membrana amniótica humana en el tratamiento de pacientes con heridas crónicas complejas ;Salud y discapacidad ; $ 79,570 ; $ 19,893 ;4
1561;1561-3;3;Centro de Medicina Traslacional del Hospital de Alta Complejidad ¨El Cruce Gobierno de la Provincia de Bs. As. - UNAJ, Inst. de Ciencias de la Salud;Estado;Nacional;Hospital público;Hospital de Alta Complejidad. en Red El Cruce Dr. Nestor Kirchner;Hospital de Alta Complejidad. en Red El Cruce Dr. Nestor Kirchner;otraentidad;3150;2023;Programa Nacional de Tecnologías para la Inclusión Social;PEIS;BUENOS AIRES;Desarrollo de apósitos de membrana amniótica humana en el tratamiento de pacientes con heridas crónicas complejas ;Salud y discapacidad ; $ 79,570 ; $ 19,893 ;4
1562;1562-1;1;Instituto Biológico Argentino S.A.I.C;Privado;Empresa privada;SA;Instituto Biológico Argentino S.A.I.C;Instituto Biológico Argentino S.A.I.C;beneficiario;814;2008;COFECyT;ESPRO ;BUENOS AIRES;Caracterización molecular e introducción de mejoras en la producción de un producto biológico destinado al mercado internacional;Desarrollo productivo regional; $ 315,000 ; $ 157,500 ;2
1563;1563-1;1;INSTITUTO CHAQUEÑO DE CIENCIA Y TECNOLOGIA;Estado;Provincial;Organismo CyT público;Provincia de Chaco;Instituto Chaqueño de CyT;beneficiario;2204;2022;COFECyT;FORTALECIMIENTO INSTITUCIONAL;CHACO;FORTALECIMIENTO INSTITUCIONAL 2022 CHACO;Fortalecimiento institucional; $ 155,899 ; $ 155,899 ;1
1564;1564-1;1;INSTITUTO CHAQUEÑO DE CIENCIA Y TECNOLOGIA;Estado;Provincial;Organismo CyT público;Provincia de Chaco;Instituto Chaqueño de CyT;beneficiario;2185;2022;COFECyT;VITEF ;CHACO;VITEF-CHACO-2022 ;Vinculación tecnológica; $ 42,093 ; $ 42,093 ;1
1565;1565-1;1;INSTITUTO DE ASTRONOMIA TEORICA Y EXPERIMENTAL;Estado;Nacional;Organismo CyT público;Instituto CONICET/Universidad Pública;IATE (CONICET, UNC);beneficiario;2294;2022;COFECyT;PFI ;FORMOSA;Implememtación de un laboratorio de investigación, presentación de servicios y transferencias en valoración nutricional de forrajes y alimentos para animales.;Desarrollo local; $ 171,489 ; $ 85,744 ;2
1566;1566-1;5;Instituto de Biología subtropical, Universidad Nacional de Misiones-CONICET;Estado;Nacional;Organismo CyT público;Instituto CONICET/Universidad Pública;IBS (CONICET, UNAM);otraentidad;2700;2015;Programa Nacional de Tecnologías para la Inclusión Social;PROCODAS;CÓRDOBA;Fortalecimiento del apicultor de monte nativo a través de la incorporación de la meliponicultura.;Agricultura Familiar; $ 15,067 ; $ 2,511 ;6
1566;1566-2;5;Instituto de Antropología de Córdoba, Universidad Nacional de Córdoba-CONICET;Estado;Nacional;Organismo CyT público;Instituto CONICET/Universidad Pública;IDACOR (CONICET, UNC);otraentidad;2700;2015;Programa Nacional de Tecnologías para la Inclusión Social;PROCODAS;CÓRDOBA;Fortalecimiento del apicultor de monte nativo a través de la incorporación de la meliponicultura.;Agricultura Familiar; $ 15,067 ; $ 2,511 ;6
1566;1566-3;5;Instituto Multidisciplinario de Biología Vegetal, Universidad Nacional de Córdoba-CONICET;Estado;Nacional;Organismo CyT público;Instituto CONICET/Universidad Pública;IMBIV (CONICET, UNC);otraentidad;2700;2015;Programa Nacional de Tecnologías para la Inclusión Social;PROCODAS;CÓRDOBA;Fortalecimiento del apicultor de monte nativo a través de la incorporación de la meliponicultura.;Agricultura Familiar; $ 15,067 ; $ 2,511 ;6
1566;1566-4;5;Centro  de Zoología Aplicada, Universidad Nacional de Córdoba ;Estado;Nacional;Universidad pública;UNC;UNC;otraentidad;2700;2015;Programa Nacional de Tecnologías para la Inclusión Social;PROCODAS;CÓRDOBA;Fortalecimiento del apicultor de monte nativo a través de la incorporación de la meliponicultura.;Agricultura Familiar; $ 15,067 ; $ 2,511 ;6
1566;1566-5;5;INTA Cruz del Eje PROHUERTA PROAPI;Estado;Nacional;Organismo CyT público;INTA;INTA;otraentidad;2700;2015;Programa Nacional de Tecnologías para la Inclusión Social;PROCODAS;CÓRDOBA;Fortalecimiento del apicultor de monte nativo a través de la incorporación de la meliponicultura.;Agricultura Familiar; $ 15,067 ; $ 2,511 ;6
1567;1567-1;1;Instituto de Biología Subtropical,(CCT CONICET Nordeste);Estado;Nacional;Organismo CyT público;Instituto CONICET/Universidad Pública;IBS (CONICET, UNAM);beneficiario;3312;2023;COFECyT;PFI;MISIONES;Desarrollo de bases de datos de biodiversidad: Llenando vacíos de información de anfibios, peces y micromamíferos de la provincia de Misiones ;Desarrollo local; $ 68,961 ; $ 34,480 ;2
1568;1568-1;1;Instituto de Biotecnología y Departamento de Ingeniería Agronómica, Facultad de Ingeniería - Universidad Nacional de San Juan ;Estado;Nacional;Universidad pública;UNSJ;UNSJ;otraentidad;2833;2017;Programa Nacional de Tecnologías para la Inclusión Social;PROCODAS;SAN JUAN;Recuperación y reutilización de levaduras en el proceso de elaboración de cerveza artesanal: una estrategia sustentable para reducir costos de producción.;Desarrollo productivo ; $ 15,736 ; $ 7,868 ;2
1569;1569-1;1;Instituto de Botánica del Nordeste;Estado;Nacional;Organismo CyT público;Instituto CONICET/Universidad Pública;IBONE (CONICET, UNNE);beneficiario;1826;2017;COFECyT;PFIP ;CORRIENTES;Desarrollo de la producción de hongos comestibles y medicinales en la Provincia de Corrientes mediante la utilización de residuos agroindustriales;Desarrollo productivo local; $ 162,793 ; $ 81,396 ;2
1570;1570-1;1;Instituto de Ciencia y Tecnología de Alimentos - Facultad de Agronomía y Agroindustrias - Universidad Nacional de Santiago del Estero;Estado;Nacional;Universidad pública;UNSE;UNSE;otraentidad;3078;2017;Programa Nacional de Tecnologías para la Inclusión Social;PAD;SANTIAGO DEL ESTERO;Desarrollo de packaging y diseño de marca para el agregado de valor en quesos artesanales de cabra;Diseño; $ 15,098 ; $ 7,549 ;2
1571;1571-1;1;Instituto de Ciencias Ambientales - Universidad Nacional de Cuyo;Estado;Nacional;Universidad pública;UNCU;UNCU;otraentidad;2605;2012;Programa Nacional de Tecnologías para la Inclusión Social;PROCODAS;MENDOZA;Producción y comercialización de productos de diseño elaborados con placas aglomeradas de plástico provenientes de residuos sólidos urbanos.;Desarrollo productivo ; $ 18,926 ; $ 9,463 ;2
1572;1572-1;1;"Instituto de Ciencias Antropológicas.
Facultad de Filosofía y Letras. Universidad de Buenos Aires";Estado;Nacional;Universidad pública;UBA;UBA;beneficiario;2509;2022;Secretaría de Articulación;Programa ImpaCT.AR;SANTA CRUZ;Caracterización, análisis sobre las causas del alto índice de suicidio y conductas  autoevasivas en la provincia de Santa Cruz para poder elaborar un conjunto de herramientas para abordar la situación de modo integral.;Apoyo a organismos públicos; $ 138,830 ; $ 69,415 ;2
1573;1573-1;1;Instituto de Ciencias del Ambiente;Comunidad;?;?;Instituto de Ciencias del Ambiente;Instituto de Ciencias del Ambiente;beneficiario;320;2016;COFECyT;ASETUR;SANTA CRUZ;"""Un espacio natural a preservar: Mina 1, Rio Turbio, Santa Cruz."" ";Turismo; $ 91,514 ; $ 45,757 ;2
1574;1574-1;1;Instituto de Control de Alimentación y Bromatología de Entre Ríos;Estado;Provincial;Gobierno provincial;Provincia de Entre Ríos;Entre Ríos (Bromatología);beneficiario;366;2016;COFECyT;ASETUR;ENTRE RÍOS;Impulsar el corredor gastronómico entrerriano a través de las ferias departamentales;Turismo; $ 102,954 ; $ 51,477 ;2
1575;1575-1;1;Instituto de Cultura de Corrientes;Estado;Provincial;Gobierno provincial;Provincia de Corrientes;Corrientes (Cultura);beneficiario;3232;2023;COFECyT;PFI;CORRIENTES;Accesibilidad cultural en el Anfiteatro Mario del Tránsito Cocomarola a partir de la implementación de innovaciones tecnológicas y organizacionales;Desarrollo local; $ 92,832 ; $ 46,416 ;2
1576;1576-1;1;INSTITUTO DE DATACION Y ARQUEOMETRIA;Estado;Interjurisdiccional;Organismo CyT público;Instituto CONICET/Provincia/Universidad Pública;INDYA (CONICET, UNT, UNJU, Jujuy);beneficiario;3262;2023;COFECyT;PFI;JUJUY;"El patrimonio en red. Conformación de un Repositorio Digital como herramienta de articulación para la Gestión, Investigación y Divulgación del patrimonio arqueológico de la provincia de Jujuy
";Desarrollo local; $ 198,925 ; $ 99,463 ;2
1577;1577-1;1;Instituto de Desarrollo Industrial Tecnologico y de Servicios IDITS;Público-privado;Asociación Civil;Cooperación empresaria o de productores;Instituto de Desarrollo Industrial, Tecnológico y de Servicios (IDITS);Instituto de Desarrollo Industrial, Tecnológico y de Servicios (IDITS);beneficiario;940;2008;COFECyT;ESPRO ;MENDOZA;Incremento de la competitividad sistemica del Sector de Electronica Industrial Mendocino a partir de la creacion de un Banco de Diseño y Desarrollo de Productos;Desarrollo productivo regional; $ 123,650 ; $ 61,825 ;2
1578;1578-1;1;Instituto de Desarrollo Productivo de Tucumán (IDEP);Estado;Provincial;Organismo CyT público;Provincia de Tucumán;Instituto de Desarrollo Productivo de Tucumán (IDEP);beneficiario;421;2017;COFECyT;ESPRO ;TUCUMÁN;INNOVACIONES Y PROMOCION DEL VINO DE TUCUMAN;Desarrollo productivo regional; $ 484,178 ; $ 242,089 ;2
1579;1579-1;2;Instituto de Desarrollo Productivo de Tucumán (IDEP);Estado;Provincial;Organismo CyT público;Provincia de Tucumán;Instituto de Desarrollo Productivo de Tucumán (IDEP);beneficiario;3528;2015;FONARSEC;FITR;;Secundaria 2.0 - Sistema integral de gestión digital educativa (SIGDE);Desarrollo social; $ 1,555,971 ; $ 777,985 ;2
1579;1579-2;2;Weld Group S.R.L.;Privado;Empresa privada;SRL;Weld Group S.R.L;Weld Group S.R.L;beneficiario;3528;2015;FONARSEC;FITR;;Secundaria 2.0 - Sistema integral de gestión digital educativa (SIGDE);Desarrollo social; $ 1,555,971 ; $ 777,985 ;2
1580;1580-1;1;INSTITUTO DE DESARROLLO RURAL DE CORRIENTES - IDERCOR;Estado;Provincial;Gobierno provincial;Provincia de Corrientes;Corrientes (Desarrollo Rural);beneficiario;3228;2023;COFECyT;PFI;CORRIENTES;Evaluación analítica de la calidad de la leche de búfalas de corrientes para el agregado de valor de origen ;Desarrollo local; $ 99,463 ; $ 49,731 ;2
1580;1580-1;1;INSTITUTO DE DESARROLLO RURAL DE CORRIENTES - IDERCOR;Estado;Provincial;Gobierno provincial;Provincia de Corrientes;Corrientes (Desarrollo Rural);beneficiario;3229;2023;COFECyT;PFI;CORRIENTES;Mejoramiento genético a través del cruzamiento de razas de producción lechera para obtener biotipos adaptados al nordeste argentino.;Desarrollo local; $ 76,255 ; $ 38,127 ;2
1581;1581-1;2;Instituto de Desarrollo Tecnológico para la Industria Química (INTEC) - UNL-CONICET;Estado;Nacional;Organismo CyT público;Instituto CONICET/Universidad Pública;INTEC (CONICET, UNL);otraentidad;3148;2023;Programa Nacional de Tecnologías para la Inclusión Social;PEIS;SANTA FE;"Cooperativa de Trabajo de mujeres ""El Aromo"": hacia un desarrollo productivo sustentable ";Desarrollo productivo ; $ 70,047 ; $ 23,349 ;3
1581;1581-2;2;Instituto de Estudios Sociales - UNER-CONICET;Estado;Nacional;Organismo CyT público;Instituto CONICET/Universidad Pública;INES (CONICET, UNER);otraentidad;3148;2023;Programa Nacional de Tecnologías para la Inclusión Social;PEIS;SANTA FE;"Cooperativa de Trabajo de mujeres ""El Aromo"": hacia un desarrollo productivo sustentable ";Desarrollo productivo ; $ 70,047 ; $ 23,349 ;3
1582;1582-1;2;Instituto de Ecología, Genética y Evolución de Buenos Aires;Estado;Nacional;Organismo CyT público;Instituto CONICET/Universidad Pública;IEGEBA (CONICET, UBA);otraentidad;2926;2023;Programa Nacional de Tecnologías para la Inclusión Social;PROCODAS;BUENOS AIRES;Co-producción de estrategias basadas en la naturaleza para la recuperación ecológica y revalorización social de un arroyo urbano;Hábitat social; $ 66,308 ; $ 22,103 ;3
1582;1582-2;2;Instituto Nacional del Agua;Estado;Nacional;Organismo CyT público;INA;INA;otraentidad;2926;2023;Programa Nacional de Tecnologías para la Inclusión Social;PROCODAS;BUENOS AIRES;Co-producción de estrategias basadas en la naturaleza para la recuperación ecológica y revalorización social de un arroyo urbano;Hábitat social; $ 66,308 ; $ 22,103 ;3
1583;1583-1;2;Instituto de Ecorregiones Andinas (INECOA);Estado;Nacional;Organismo CyT público;Instituto CONICET/Universidad Pública;INECOA (CONICET, UNJu);otraentidad;2794;2017;Programa Nacional de Tecnologías para la Inclusión Social;PROCODAS;JUJUY;Diversificación de la producción apícola en Jujuy mediante el manejo y conservación de las abejas nativas sin aguijón.;Agricultura familiar; $ 12,239 ; $ 4,080 ;3
1583;1583-2;2;CONICET;Estado;Nacional;Organismo CyT público;CONICET;CONICET;otraentidad;2794;2017;Programa Nacional de Tecnologías para la Inclusión Social;PROCODAS;JUJUY;Diversificación de la producción apícola en Jujuy mediante el manejo y conservación de las abejas nativas sin aguijón.;Agricultura familiar; $ 12,239 ; $ 4,080 ;3
1584;1584-1;2;Instituto de Ecorregiones Andinas (INECOA);Estado;Nacional;Organismo CyT público;Instituto CONICET/Universidad Pública;INECOA (CONICET, UNJu);beneficiario;3264;2023;COFECyT;PFI;JUJUY;Biodiversidad, Monitores Ambientales y Ciencia Ciudadana: Fortaleciendo el Vínculo Biocultural en el Parque Xibi Xibi, San Salvador de Jujuy;Desarrollo local; $ 99,463 ; $ 33,154 ;3
1584;1584-2;2;MUNICIPALIDAD DE SAN SALVADOR DE JUJUY;Estado;Municipal;Municipio o comuna;San Salvador de Jujuy;San Salvador de Jujuy;beneficiario;3264;2023;COFECyT;PFI;JUJUY;Biodiversidad, Monitores Ambientales y Ciencia Ciudadana: Fortaleciendo el Vínculo Biocultural en el Parque Xibi Xibi, San Salvador de Jujuy;Desarrollo local; $ 99,463 ; $ 33,154 ;3
