Identidades;identidad;nentidad;entidad;tipo1;tipo2;tipo3;tipo4;tipo5;tipoentidad;Idproyecto;año;fondo;instrumento;provincia;titulo;areatematicanormalizada;montorealxproyecto;montorealxpentidad;pentidad
1860;1860-3;5;San Vicente;Estado;Municipal;Municipio o comuna;San Vicente;San Vicente;beneficiario;685;2011;COFECyT;DETEM ;CÓRDOBA;Aseguramiento de la provisión de agua potable, control y gestión en cinco comunas;Desarrollo local; $ 129,797 ; $ 21,633 ;6
1860;1860-4;5;Las Calles;Estado;Municipal;Municipio o comuna;Las Calles;Las Calles;beneficiario;685;2011;COFECyT;DETEM ;CÓRDOBA;Aseguramiento de la provisión de agua potable, control y gestión en cinco comunas;Desarrollo local; $ 129,797 ; $ 21,633 ;6
1860;1860-5;5;Arroyo de los Patos;Estado;Municipal;Municipio o comuna;Arroyo de los Patos;Arroyo de los Patos;beneficiario;685;2011;COFECyT;DETEM ;CÓRDOBA;Aseguramiento de la provisión de agua potable, control y gestión en cinco comunas;Desarrollo local; $ 129,797 ; $ 21,633 ;6
1861;1861-1;1;Los Juanes S.R.L.;Privado;Empresa privada;SRL;Los Juanes S.R.L.;Los Juanes S.R.L.;beneficiario;2857;2021;Programa Nacional de Tecnologías para la Inclusión Social;PROCODAS;Entre Ríos;Agregado de valor de la hoja de stevia para su comercialización.;Desarrollo productivo ; $ 39,680 ; $ 9,920 ;4
1862;1862-1;1;Los Telares;Estado;Municipal;Municipio o comuna;Los Telares;Los Telares;beneficiario;381;2016;COFECyT;DETEM VECTORES ;SANTIAGO DEL ESTERO;Implementacion de estrategias educativas sanitarias en relación a la enfermedad de Chagas en la municipalidad de Los Telares. Departamento Salavina.;Salud; $ 61,010 ; $ 30,505 ;2
1862;1862-1;1;Los Telares;Estado;Municipal;Municipio o comuna;Los Telares;Los Telares;beneficiario;397;2016;COFECyT;DETEM ;SANTIAGO DEL ESTERO;Relocalización de sitio de disposición final y gestión integral de residuos sólidos urbanos en la localidad de Los Telares;Desarrollo local; $ 305,048 ; $ 152,524 ;2
1863;1863-1;1;Luis Alberto Sartori;Privado;Persona física;Persona física;Luis Alberto Sartori;Luis Alberto Sartori;beneficiario;1222;2004;COFECyT;PFIP ;MISIONES;Centro de divulgación sustentable: Raza sintética San Ignacio ;Desarrollo productivo local; $ 35,528 ; $ 17,764 ;2
1864;1864-1;1;Luis Dolzani e Hijos SRL;Privado;Empresa privada;SRL;Luis Dolzani e Hijos SRL;Luis Dolzani e Hijos SRL;beneficiario;3083;2021;Programa Nacional de Tecnologías para la Inclusión Social;PAD;SANTA FE;Desarrollo de plantadora de pasturas agámicas;Diseño; $ 27,236 ; $ 13,618 ;2
1865;1865-1;1;LUISINA DEL GRECO;Privado;Persona física;Persona física;LUISINA DEL GRECO;LUISINA DEL GRECO;beneficiario;1116;2016;COFECyT;VITEF ;LA PAMPA;VITEF 2016 - LA PAMPA ;Vinculación tecnológica; $ 40,266 ; $ 40,266 ;1
1866;1866-1;1;Luján de CUYO;Estado;Municipal;Municipio o comuna;Luján de Cuyo;Luján de Cuyo;beneficiario;546;2008;COFECyT;DETEM ;MENDOZA;Municipio Digital - Acceso del contribuyente en tiempo real ;Desarrollo local; $ 99,630 ; $ 49,815 ;2
1866;1866-1;1;Luján de CUYO;Estado;Municipal;Municipio o comuna;Luján de Cuyo;Luján de Cuyo;beneficiario;682;2010;COFECyT;DETEM ;MENDOZA;Optimización en la producción y distribución de agua potable en el Departamento de Luján de Cuyo.;Desarrollo local; $ 160,476 ; $ 80,238 ;2
1867;1867-1;1;Macachin;Estado;Municipal;Municipio o comuna;Macachín;Macachín;beneficiario;541;2009;COFECyT;DETEM ;LA PAMPA;Automatización Planta de Selección de Residuos Sólidos Urbanos. ;Desarrollo local; $ 108,340 ; $ 54,170 ;2
1868;1868-1;1;Maipú;Estado;Municipal;Municipio o comuna;Maipú;Maipú;beneficiario;679;2011;COFECyT;DETEM ;MENDOZA;Instalación de 18 (dieciocho) sistemas solares térmicos para calentamiento de agua para uso sanitario, en 17 (diecisiete) centros de salud del departamento de Maipú y 1 (uno) en el CIC municipal Fray Luis Beltrán ubicado en el mismo departamento;Desarrollo local; $ 107,334 ; $ 53,667 ;2
1869;1869-1;1;Makalle;Estado;Municipal;Municipio o comuna;Makalle;Makalle;beneficiario;651;2011;COFECyT;DETEM ;CHACO;Calentamiento de Agua Mediante Calefones Solares Destinados al CIC (Centro Integrador Comunitario) en municipio de Makalle;Desarrollo local; $ 54,352 ; $ 27,176 ;2
1870;1870-1;1;Malargüe;Estado;Municipal;Municipio o comuna;Malargüe;Malargüe;beneficiario;388;2009;COFECyT;DETEM ;MENDOZA;Hornos económicos ;Desarrollo local; $ 102,190 ; $ 51,095 ;2
1871;1871-1;1;Manos en Movimiento;Comunidad;?;Organización vinculada a salud o discapacidad;Manos en Movimiento;Manos en Movimiento;beneficiario;2718;2015;Programa Nacional de Tecnologías para la Inclusión Social;PROCODAS;BUENOS AIRES;Del productor al consumidor: comercialización directa, justa y asociativa de productores familiares rurales del partido de Almirante Brown.;Desarrollo productivo ; $ 15,065 ; $ 5,022 ;3
1872;1872-1;1;Maquinchao;Estado;Municipal;Municipio o comuna;Maquinchao;Maquinchao;beneficiario;479;2009;COFECyT;DETEM ;RÍO NEGRO;Perfeccionamiento de la atención médica, pediátrica y de neonatología del Departamento 25 de Mayo, provincia de Río Negro;Desarrollo local; $ 117,007 ; $ 58,504 ;2
1873;1873-1;1;Marcelo Fabián Morinigo;Privado;Persona física;Persona física;Marcelo Fabián Morinigo;Marcelo Fabián Morinigo;beneficiario;1399;2006;COFECyT;PFIP ;CHACO;Criadero modelos ñandúes ;Desarrollo productivo local; $ 94,125 ; $ 47,062 ;2
1874;1874-1;1;Marcos Juárez;Estado;Municipal;Municipio o comuna;Marcos Juárez;Marcos Juárez;beneficiario;576;2010;COFECyT;DETEM ;CÓRDOBA;Fortalecimiento de la gestión municipal en el tratamiento integral de los residuos: camino hacia el mejoramiento, innovación y sistematización;Desarrollo local; $ 147,374 ; $ 73,687 ;2
1875;1875-1;1;María Cecilia Eyras;Privado;Persona física;Persona física;María Cecilia Eyras;María Cecilia Eyras;beneficiario;1519;2007;COFECyT;PFIP ;CHUBUT;Compostaje de algas marinas: una alternativa productiva para complementar la economía de subsistencia de los recolectores y pescadores artesanales;Desarrollo productivo local; $ 195,803 ; $ 97,901 ;2
1876;1876-1;1;MARIA CLARA PONCE MORA;Privado;Persona física;Persona física;MARIA CLARA PONCE MORA;MARIA CLARA PONCE MORA;beneficiario;1107;2016;COFECyT;VITEF ;CABA;VITEF 2016 - CABA ;Vinculación tecnológica; $ 40,266 ; $ 40,266 ;1
1877;1877-1;1;María Luisa Oberholzer;Privado;Persona física;Persona física;María Luisa Oberholzer;María Luisa Oberholzer;beneficiario;1456;2006;COFECyT;PFIP ;RÍO NEGRO;"Desarrollo de unidad de producción ""Campos Patagónicos"", innovando al industrializar carne ovina, diversificando la producción tradicional de la región (chacinados y conservas) en planta productora modelo acorde a normativas que regulan la actividad, incorporando valor agregado, transfiriendo hábitos y normas al contar con un control de calidad de alimentos, transfiriendo su elaboración a la comunidad.";Desarrollo productivo local; $ 104,353 ; $ 52,177 ;2
1878;1878-1;1;MARIO ATENTOR JARZINSKI;Privado;Persona física;Persona física;MARIO ATENTOR JARZINSKI;MARIO ATENTOR JARZINSKI;beneficiario;1114;2016;COFECyT;VITEF ;FORMOSA;VITEF 2016 - FORMOSA ;Vinculación tecnológica; $ 40,266 ; $ 40,266 ;1
1879;1879-1;1;Mario César Ramos;Privado;Persona física;Persona física;Mario César Ramos;Mario César Ramos;beneficiario;1301;2005;COFECyT;PFIP ;ENTRE RÍOS;Desarrollo y construcción de un prototipo mejorado de aerogeneradores para zonas de vientos moderados y análisis de estrategias comerciales de licenciamiento.;Desarrollo productivo local; $ 100,767 ; $ 50,384 ;2
1880;1880-1;1;Mario Hector Pereira;Privado;Persona física;Persona física;Mario Hector Pereira;Mario Hector Pereira;beneficiario;118;2010;COFECyT;ASETUR;MISIONES;Desarrollo del sistema Moconá e incorporación de nuevas tecnologías en el Centro de Orientación y Atención al Turista (COATUR) de El Soberbio;Turismo; $ 79,278 ; $ 39,639 ;2
1881;1881-1;1;Marisa Willma Pérez;Privado;Persona física;Persona física;Marisa Willma Pérez;Marisa Willma Pérez;beneficiario;1467;2006;COFECyT;PFIP ;SAN JUAN;Diseño e implementación de un sitio Web de servicios turísticos ;Desarrollo productivo local; $ 92,022 ; $ 46,011 ;2
1882;1882-1;1;Mártires;Estado;Municipal;Municipio o comuna;Mártires;Mártires;beneficiario;462;2009;COFECyT;DETEM ;MISIONES;Feria franca de mártires: tecnologías de mejoramiento integral del circuito producción, comercialización frutihorticola;Desarrollo local; $ 112,673 ; $ 56,337 ;2
1883;1883-1;1;Mercado de Abasto de Villa María SEM;Público-privado;Empresa mixta;SEM;Mercado de Abasto de Villa María SEM;Mercado de Abasto de Villa María SEM;beneficiario;2859;2021;Programa Nacional de Tecnologías para la Inclusión Social;PROCODAS;CÓRDOBA;Plantinera local para el desarrollo hortícola.;Agricultura Familiar; $ 39,680 ; $ 19,840 ;2
1884;1884-1;1;Mercado de la Estepa;Comunidad;Asociación civil;Cooperación empresaria o de productores;Mercado de la Estepa;Mercado de la Estepa;beneficiario;2797;2017;Programa Nacional de Tecnologías para la Inclusión Social;PROCODAS;RÍO NEGRO;Diversificación productiva y desarrollo de queserías artesanales con productores familiares de Río Negro, enmarcados en proyecto de repoblamiento con recursos genéticos locales.;Agricultura familiar; $ 15,736 ; $ 5,245 ;3
1885;1885-1;1;Metalurgica Crivel S.C.;Privado;Empresa privada;;Metalurgica Crivel S.C.;Metalurgica Crivel S.C.;beneficiario;3017;2013;Programa Nacional de Tecnologías para la Inclusión Social;PAD;SANTA FE;Innovación de diseño en ventiladores de hogar: nuevo botellón plástico;Diseño; $ 19,094 ; $ 9,547 ;2
1886;1886-1;1;Metileo;Estado;Municipal;Municipio o comuna;Metileo;Metileo;beneficiario;1163;2017;COFECyT;DETEM ;LA PAMPA;Gestión integral de residuos sólidos urbanos: puntos limpios en Metileo, La Pampa ;Desarrollo local; $ 217,880 ; $ 108,940 ;2
1887;1887-1;3;Pinto (Micro Región del Sudeste Santiagueño);Estado;Municipal;Municipio o comuna;Pinto;Pinto;beneficiario;520;2008;COFECyT;DETEM ;SANTIAGO DEL ESTERO;Tratamiento de Residuos con Impacto SocioAmbiental en Municipios de la Micro Región del Sudeste Santiagueño;Desarrollo local; $ 300,000 ; $ 75,000 ;4
1887;1887-2;3;Bandera (Micro Región del Sudeste Santiagueño);Estado;Municipal;Municipio o comuna;Bandera;Bandera;beneficiario;520;2008;COFECyT;DETEM ;SANTIAGO DEL ESTERO;Tratamiento de Residuos con Impacto SocioAmbiental en Municipios de la Micro Región del Sudeste Santiagueño;Desarrollo local; $ 300,000 ; $ 75,000 ;4
1887;1887-3;3;Selva (Micro Región del Sudeste Santiagueño);Estado;Municipal;Municipio o comuna;Selva;Selva;beneficiario;520;2008;COFECyT;DETEM ;SANTIAGO DEL ESTERO;Tratamiento de Residuos con Impacto SocioAmbiental en Municipios de la Micro Región del Sudeste Santiagueño;Desarrollo local; $ 300,000 ; $ 75,000 ;4
1888;1888-1;1;Miguel Angel García Giménez;Privado;Persona física;Persona física;Miguel Angel García Giménez;Miguel Angel García Giménez;beneficiario;1208;2004;COFECyT;PFIP ;FORMOSA;Apicultura agro ecológica ;Desarrollo productivo local; $ 75,790 ; $ 37,895 ;2
1889;1889-1;1;Miguel Angel Martín;Privado;Persona física;Persona física;Miguel Angel Martín;Miguel Angel Martín;beneficiario;1240;2004;COFECyT;PFIP ;SAN JUAN;Desarrollo lavadora automatizada dual para pasas de uva y tomates con destino a desecado ;Desarrollo productivo local; $ 65,404 ; $ 32,702 ;2
1890;1890-1;1;Miguel Antonio Maldonado (Establecimiento Mi Viejo);Privado;Empresa privada;SRL;Establecimiento Mi Viejo;Establecimiento Mi Viejo;beneficiario;1787;2009;COFECyT;PFIP ;SANTIAGO DEL ESTERO;Modelo de Producción agroforestal en el Área de Riego del Departamento Banda, Santiago del Estero;Desarrollo productivo local; $ 77,653 ; $ 38,826 ;2
1891;1891-1;1;Min. De Desarrollo Económico y Producción;Estado;Provincial;Gobierno provincial;Provincia de Jujuy;Jujuy (Desarrollo Económico y Producción);beneficiario;1929;2016;COFECyT;PFIP RRNN ;JUJUY;FORTALECIMIENTO GENÉTICO DE LA GANADERIA BOVINA DE LOS VALLES TEMPLADOS, CÁLIDOS Y DE ALTURA DE LA PROVINCIA DE JUJUY.;Recursos naturales; $ 228,557 ; $ 114,278 ;2
1892;1892-1;1;Ministerio de Agricultura, Ganadería y Pesca de Río Negro;Estado;Provincial;Gobierno provincial;Ministerio de Agricultura, Ganadería y Pesca de Río Negro;Ministerio de Agricultura, Ganadería y Pesca de Río Negro;beneficiario;150;2010;COFECyT;ASETUR;RÍO NEGRO;Adecuación del criadero de especies marinas para generar un producto turístico- Las Grutas;Turismo; $ 114,688 ; $ 57,344 ;2
1893;1893-1;1;MINISTERIO DE AGRICULTURA, GANADERÍA Y PESCA DEL GOBIERNO DE LA PROVINCIA DE TIERRA DEL FUEGO, ANTÁRTIDA E ISLAS DEL ATLÁNTICO SUR;Estado;Provincial;Gobierno provincial;Provincia de Tierra Del Fuego;Tierra del Fuego (Agricultura, Ganadería y Pesca);beneficiario;271;2016;COFECyT;ESPRO ;TIERRA DEL FUEGO;FORTALECIMIENTO DEL LABORATORIO AMBIENTAL DE TIERRA DEL FUEGO: TRAZABILIDAD, MEJORAS Y CAPACITACIÓN;Desarrollo productivo regional; $ 136,738 ; $ 68,369 ;2
1893;1893-1;1;MINISTERIO DE AGRICULTURA, GANADERÍA Y PESCA DEL GOBIERNO DE LA PROVINCIA DE TIERRA DEL FUEGO, ANTÁRTIDA E ISLAS DEL ATLÁNTICO SUR;Estado;Provincial;Gobierno provincial;Provincia de Tierra Del Fuego;Tierra del Fuego (Agricultura, Ganadería y Pesca);beneficiario;703;2016;COFECyT;ESPRO ;TIERRA DEL FUEGO;MEJORAS EN LA PRODUCCION HORTICOLA LOCAL: INCORPORACION DE NUEVOS CULTIVOS Y PROLONGACION DE LA ETAPA PRODUCTIVA MEDIANTE NUEVOS MATERIALES Y ENERGÍA FOTOVOLTÁICA;Desarrollo productivo regional; $ 322,374 ; $ 161,187 ;2
1894;1894-1;1;Ministerio de Agroindustria de la Provincia de Buenos Aires;Estado;Provincial;Gobierno provincial;Provincia de Buenos Aires;PBA (Agroindustria);beneficiario;1893;2017;COFECyT;PFIP ;BUENOS AIRES;Desarrollo de control biológico de tucuras en zona endémica bonaerense;Desarrollo productivo local; $ 193,671 ; $ 96,836 ;2
1895;1895-1;1;MINISTERIO DE AMBIENTE Y CAMBIO CLIMATICO DE LA PROVINCIA DE JUJUY;Estado;Provincial;Gobierno provincial;Provincia de Jujuy;Jujuy (Ambiente y Cambio Climático);beneficiario;3267;2023;COFECyT;PFI;JUJUY;Reciclado mecánico de plástico, transferencia tecnológica en el marco de la economía circular y la transición justa en la Provincia de Jujuy;Desarrollo local; $ 132,617 ; $ 66,308 ;2
1896;1896-1;1;Ministerio de Ambiente y Control de Desarrollo Social;Estado;Provincial;Gobierno provincial;Provincia de Chubut;Ministerio de Ambiente y Control de Desarrollo Social;beneficiario;1883;2017;COFECyT;PFIP ;CHUBUT;Desarrollo de equipos eficientes para la recolección de la biomasa;Desarrollo productivo local; $ 121,044 ; $ 60,522 ;2
1897;1897-1;1;Ministerio de Ambiente y Control del Desarrollo Sustentable;Estado;Provincial;Gobierno provincial;Provincia de Chubut;Ministerio de Ambiente y Control del Desarrollo Sustentable;beneficiario;281;2016;COFECyT;PFIP MAE ;CHUBUT;Manejo integral de residuos sólidos urbanos y aprovechamiento de los mismos en las localidades de Telsen, Atilio Viglione, Camarones, Cholila y Gualjaina;Medio ambiente y energías alternativas; $ 122,019 ; $ 61,010 ;2
1898;1898-1;1;Ministerio de Ambiente y Desarrollo Territorial Sostenible de la Provincia del CHACO Subsecretaría de Ambiente y Biodiversidad de la Provincia del Chaco;Estado;Provincial;Gobierno provincial;Provincia de Chaco;Chaco (Ambiente y Desarrollo Territorial);beneficiario;3198;2023;COFECyT;PFI;CHACO;MONITOREO Y ALERTA TEMPRANA DE CIANOBACTERIAS, MICROALGAS, PLANTAS INVASORAS Y ESPECIES EXÓTICAS EN EL SITIO RAMSAR HUMEDALES CHACO: BUSCANDO SOLUCIONES SUSTENTABLES;Desarrollo local; $ 103,034 ; $ 51,517 ;2
1899;1899-1;1;Ministerio de Ambiente y Espacio Público;Estado;Provincial;Ciudad autónoma;CABA;CABA (Ambiente y espacio público);beneficiario;1825;2016;COFECyT;PFIP MAE ;CABA;Diseño y desarrollo de mobiliario urbano a partir de maderas plásticas, desarrollo de talleres de capacitación sobre maderas plásticas.;Medio ambiente y energías alternativas; $ 305,048 ; $ 152,524 ;2
1899;1899-1;1;Ministerio de Ambiente y Espacio Público;Estado;Provincial;Ciudad autónoma;CABA;CABA (Ambiente y espacio público);beneficiario;1882;2016;COFECyT;PFIP RRNN ;CABA;Diseño y desarrollo de ecopolo para fortalecimiento de sistema de reciclado actual de CABA, a partir de concientización ambiental, taller escuela de oficios sustentables y laboratorio experimental de diseño con materiales reciclables.;Recursos naturales; $ 305,048 ; $ 152,524 ;2
1900;1900-1;2;Ministerio de Bienestar Social;Estado;Provincial;Gobierno provincial;Provincia de Jujuy;Jujuy (Bienestar Social);beneficiario;1211;2004;COFECyT;PFIP ;JUJUY;Eficientización del uso de agua de riego y disminución de la erosión del suelo por medio de la implementación de un sistema de riego por goteo en tabaco;Desarrollo productivo local; $ 148,330 ; $ 49,443 ;3
1900;1900-1;2;Ministerio de Bienestar Social;Estado;Provincial;Gobierno provincial;Provincia de Jujuy;Jujuy (Bienestar Social);beneficiario;1311;2005;COFECyT;PFIP ;JUJUY;Riego por goteo en caña de azúcar. Herramienta útil para la sostenibilidad técnica, social y económica del cultivo.;Desarrollo productivo local; $ 117,271 ; $ 39,090 ;3
1900;1900-2;2;Finca El Pongo;Estado;Empresa estatal;Provincial;Finca El Pongo;Finca El Pongo;beneficiario;1211;2004;COFECyT;PFIP ;JUJUY;Eficientización del uso de agua de riego y disminución de la erosión del suelo por medio de la implementación de un sistema de riego por goteo en tabaco;Desarrollo productivo local; $ 148,330 ; $ 49,443 ;3
1900;1900-2;2;Finca El Pongo;Estado;Empresa estatal;Provincial;Finca El Pongo;Finca El Pongo;beneficiario;1311;2005;COFECyT;PFIP ;JUJUY;Riego por goteo en caña de azúcar. Herramienta útil para la sostenibilidad técnica, social y económica del cultivo.;Desarrollo productivo local; $ 117,271 ; $ 39,090 ;3
1901;1901-1;1;Ministerio de Ciencia e Innovación Tecnologica;Estado;;;Ministerio de Ciencia e Innovación Tecnologica;Ministerio de Ciencia e Innovación Tecnologica;beneficiario;2188;2022;COFECyT;VITEF ;CATAMARCA;VITEF-CATAMARCA-2022 ;Vinculación tecnológica; $ 42,093 ; $ 42,093 ;1
1902;1902-1;1;Ministerio de Ciencia e Innovación Tecnologica;Estado;;;Ministerio de Ciencia e Innovación Tecnologica;Ministerio de Ciencia e Innovación Tecnologica;beneficiario;2176;2021;COFECyT;FORTALECIMIENTO ;CATAMARCA;Fortalecimiento Institucional 2021- CATAMARCA;Fortalecimiento institucional; $ 111,104 ; $ 111,104 ;1
1903;1903-1;1;Ministerio de Ciencia e Innovación Tecnológica de la provincia de Catamarca;Estado;;;Ministerio de Ciencia e Innovación Tecnológica de la provincia de Catamarca;Ministerio de Ciencia e Innovación Tecnológica de la provincia de Catamarca;beneficiario;1961;2020;COFECyT;VITEF ;CATAMARCA;VITEF 2020 - CATAMARCA;Vinculación tecnológica; $ 25,487 ; $ 25,487 ;1
1904;1904-1;1;Ministerio de Ciencia e Innovación Tecnologica;Estado;;;Ministerio de Ciencia e Innovación Tecnologica;Ministerio de Ciencia e Innovación Tecnologica;beneficiario;2223;2022;COFECyT;FORTALECIMIENTO INSTITUCIONAL;CATAMARCA;FORTALECIMIENTO INSTITUCIONAL 2022 CATAMARCA;Fortalecimiento institucional; $ 155,899 ; $ 155,899 ;1
1905;1905-1;1;Ministerio de Ciencia y Tecnologia;Estado;;;Ministerio de Ciencia y Tecnologia;Ministerio de Ciencia y Tecnologia;beneficiario;2165;2021;COFECyT;FORTALECIMIENTO ;SAN LUIS;Fortalecimiento Institucional 2021- SAN LUIS;Fortalecimiento institucional; $ 111,104 ; $ 111,104 ;1
1906;1906-1;1;Ministerio de ciencia, tecnologia e innovacion de la provincia de Buenos Aires ;Estado;;;Ministerio de ciencia, tecnologia e innovacion de la provincia de Buenos Aires ;Ministerio de ciencia, tecnologia e innovacion de la provincia de Buenos Aires ;beneficiario;1101;2017;COFECyT;RATEC ;BUENOS AIRES;RATEC 2017 - BUENOS AIRES;Reuniones; $ 18,157 ; $ 18,157 ;1
1907;1907-1;1;Ministerio de Ciencia y Tecnologia;Estado;;;Ministerio de Ciencia y Tecnologia;Ministerio de Ciencia y Tecnologia;beneficiario;2181;2022;COFECyT;VITEF ;CÓRDOBA;VITEF-CORDOBA-2022 ;Vinculación tecnológica; $ 42,093 ; $ 42,093 ;1
1907;1907-1;1;Ministerio de Ciencia y Tecnologia;Estado;;;Ministerio de Ciencia y Tecnologia;Ministerio de Ciencia y Tecnologia;beneficiario;2213;2022;COFECyT;FORTALECIMIENTO INSTITUCIONAL;CÓRDOBA;FORTALECIMIENTO INSTITUCIONAL 2022 CORDOBA;Fortalecimiento institucional; $ 155,899 ; $ 155,899 ;1
1908;1908-1;1;Ministerio de Ciencia y Tecnologia;Estado;;;Ministerio de Ciencia y Tecnologia;Ministerio de Ciencia y Tecnologia;beneficiario;2158;2021;COFECyT;FORTALECIMIENTO ;CÓRDOBA;Fortalecimiento Institucional 2021- CÓRDOBA ;Fortalecimiento institucional; $ 111,104 ; $ 111,104 ;1
1908;1908-1;1;Ministerio de Ciencia y Tecnologia;Estado;;;Ministerio de Ciencia y Tecnologia;Ministerio de Ciencia y Tecnologia;beneficiario;2178;2021;COFECyT;FORTALECIMIENTO ;CORRIENTES;Fortalecimiento Institucional 2021- CORRIENTES;Fortalecimiento institucional; $ 111,104 ; $ 111,104 ;1
1908;1908-1;1;Ministerio de Ciencia y Tecnologia;Estado;;;Ministerio de Ciencia y Tecnologia;Ministerio de Ciencia y Tecnologia;beneficiario;2192;2022;COFECyT;VITEF ;SAN LUIS;VITEF-SAN LUIS-2022 ;Vinculación tecnológica; $ 42,093 ; $ 42,093 ;1
1909;1909-1;1;Ministerio de Ciencia y Tecnologia de la provincia de Cordoba;Estado;;;Ministerio de Ciencia y Tecnologia de la provincia de Cordoba;Ministerio de Ciencia y Tecnologia de la provincia de Cordoba;beneficiario;1968;2020;COFECyT;VITEF ;CÓRDOBA;VITEF 2020 - CORDOBA ;Vinculación tecnológica; $ 25,487 ; $ 25,487 ;1
1910;1910-1;1;Ministerio de Ciencia y Tecnologia de la provincia de Cordoba;Estado;;;Ministerio de Ciencia y Tecnologia de la provincia de Cordoba;Ministerio de Ciencia y Tecnologia de la provincia de Cordoba;beneficiario;1077;2016;COFECyT;ROBOTICA ;CÓRDOBA;ROBOTICA CORDOBA 2016 ;Robótica; $ 213,533 ; $ 213,533 ;1
